rest_name,rest_address,time_open,price,avg_score,quality_score,price_score,service_score,space_score,location_score,link,Location,Cate,rest_id
Gogi House - Nướng Hàn Quốc - Phan Xích Long,"198 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM",10:00 - 22:00,65.000 - 315.000,7.5,7.8,7.2,7.2,7.7,7.8,https://www.foody.vn/ho-chi-minh/gogi-house-nuong-han-quoc-phan-xich-long,TPHCM,Nha Hang,662
Gogi House - Quán Nướng Hàn Quốc - Vincom Thủ Đức,"Tầng 3,  Tầng 3 Vincom Thủ Đức, 216 Võ Văn Ngân, Tp. Thủ Đức, TP. HCM",10:00 - 22:00,79.000 - 250.000,7.5,7.7,7.1,7.4,7.7,7.8,https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-vincom-thu-duc,TPHCM,Nha Hang,536
Bắp Xào Cô Chanh - Nguyễn Chánh Sắt,"37 Nguyễn Chánh Sắt, P. 13, Quận Tân Bình, TP. HCM",09:00 - 23:00,20.000 - 45.000,8.2,8.2,8.2,8.2,8.0,8.4,https://www.foody.vn/ho-chi-minh/bap-xao-co-chanh-nguyen-chanh-sat,TPHCM,An Vat Via He,1105
Bắp Xào Cô Chanh - Cù Chính Lan,"5E Cù Chính Lan, P. 13, Quận Tân Bình, TP. HCM",16:00 - 21:00,20.000 - 45.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/bap-xao-co-chanh-cu-chinh-lan,TPHCM,An Vat Via He,3
Lion City Exclusive - Mê Linh Point,"Tầng Trệt,  Mê Linh Point, 2 Ngô Đức Kế, P. Bến Thành, Quận 1, TP. HCM",10:00 - 22:00,200.000 - 880.000,8.1,8.7,6.5,8.5,8.6,8.1,https://www.foody.vn/ho-chi-minh/lion-city-exclusive-kumho-asiana,TPHCM,Nha Hang,183
Gogi House - Quán Nướng Hàn Quốc - SC VivoCity,"Tầng 4,  Tầng 4 - 12A SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",10:00 - 22:00,79.000 - 250.000,8.5,8.7,8.2,8.3,8.5,8.6,https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-vivocity,TPHCM,Nha Hang,176
Gogi House - Quán Nướng Hàn Quốc - Vincom Center,"Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,100.000 - 300.000,8.2,8.4,7.9,8.2,8.1,8.4,https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-vincom-center,TPHCM,Nha Hang,356
Bánh Flan Bình Thuận - Vũ Huy Tấn,"2 Vũ Huy Tấn, P. 3, Quận Bình Thạnh, TP. HCM",14:00 - 22:00,5.000 - 15.000,7.4,8.1,8.2,7.2,6.1,7.6,https://www.foody.vn/ho-chi-minh/banh-flan-binh-thuan-vu-huy-tan,TPHCM,An Vat Via He,477
Bánh Flan Bình Thuận - Nguyễn Gia Trí,"157/2 Nguyễn Gia Trí (Đường D2), Quận Bình Thạnh, TP. HCM",16:00 - 22:00,5.000 - 6.000,6.1,4.5,6.0,4.5,6.5,9.0,https://www.foody.vn/ho-chi-minh/banh-flan-binh-thuan-nguyen-gia-tri,TPHCM,An Vat Via He,679
Lion City - Món Sing - Lê Lợi,"32 Lê Lợi, P. Bến Nghé, Quận 1, TP. HCM, Quận 1, TP. HCM",10:00 - 22:00,100.000 - 300.000,7.9,7.7,6.7,8.3,8.7,8.2,https://www.foody.vn/ho-chi-minh/lion-city-le-loi,TPHCM,Nha Hang,492
Gogi House - Nướng Hàn Quốc - Vincom Quang Trung,"Tầng Hầm 1,  B1-04 Vincom Quang Trung, 190 Quang Trung, Quận Gò Vấp, TP. HCM",09:00 - 21:00,100.000 - 300.000,8.8,9.0,8.4,8.8,8.8,8.8,https://www.foody.vn/ho-chi-minh/gogi-house-nuong-han-quoc-quang-trung,TPHCM,Nha Hang,93
Cô Năm - Bánh Tráng Trộn & Sinh Tố - Lê Thị Hồng,"45 Lê Thị Hồng, P. 7, Quận Gò Vấp, TP. HCM",06:00 - 19:00,15.000 - 15.000,7.3,8.1,7.7,7.4,6.5,7.1,https://www.foody.vn/ho-chi-minh/co-nam-banh-trang-tron-sinh-to-le-thi-hong,TPHCM,An Vat Via He,346
Cô Năm - Bánh Tráng Trộn - Hữu Nghị,"90 Hữu Nghị, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",06:00 - 19:00,15.000 - 15.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/co-nam-banh-trang-tron-huu-nghi,TPHCM,An Vat Via He,706
Cơm Tấm Mộc - Lý Tự Trọng,"85 Lý Tự Trọng, P. Bến Thành, Quận 1, TP. HCM",10:00 - 21:30,25.000 - 69.000,6.7,6.5,6.4,6.2,6.9,7.2,https://www.foody.vn/ho-chi-minh/com-tam-moc-ly-tu-trong,TPHCM,Nha Hang,783
Gogi House - Quán Thịt Nướng Hàn Quốc - Pearl Plaza,"Tầng 4,  Lầu 4 - 02 Pearl Plaza, 561A Điện Biên Phủ, P. 25, Quận Bình Thạnh, TP. HCM",10:00 - 22:00,300.000 - 550.000,8.7,8.8,8.6,8.6,8.8,8.9,https://www.foody.vn/ho-chi-minh/gogi-house-quan-thit-nuong-han-quoc-pearl-plaza,TPHCM,Nha Hang,453
Cô Năm - Bánh Tráng Trộn - Điện Biên Phủ,"604A Điện Biên Phủ, P. 22, Quận Bình Thạnh, TP. HCM",06:00 - 22:00,15.000 - 15.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/co-nam-banh-trang-tron-dien-bien-phu,TPHCM,An Vat Via He,418
Cơm Tấm Mộc - 48 Lê Thánh Tôn,"48 Lê Thánh Tôn, Quận 1, TP. HCM",09:00 - 21:00,25.000 - 69.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/com-tam-moc-48-le-thanh-ton,TPHCM,Nha Hang,14
Gogi House - Quán Nướng Hàn Quốc - AEON Mall Tân Phú,"Tầng 3,  Lô T45 Tầng 3, Aeon Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",08:00 - 22:00,300.000 - 550.000,8.6,8.8,8.3,8.7,8.6,8.7,https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-aeon-mall,TPHCM,Nha Hang,642
Cu Sữa - Hot Dog,"59 Nguyễn Du, P. Bến Nghé, Quận 1, TP. HCM",10:30 - 22:00,10.000 - 20.000,6.5,6.8,7.1,6.3,5.7,6.5,https://www.foody.vn/ho-chi-minh/cu-sua-hot-dog,TPHCM,An Vat Via He,924
Cơm Tấm Mộc - Vincom Center,"Tầng Hầm 3,  Tầng B3 Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,30.000 - 290.000,6.3,5.8,5.4,7.2,5.6,7.4,https://www.foody.vn/ho-chi-minh/com-tam-moc-vincom-center,TPHCM,Nha Hang,1003
Gogi House - Thịt Nướng Hàn Quốc - E-Mart Gò Vấp,"Tầng 1 E Mart Gò Vấp, 168 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",08:30 - 22:00,100.000 - 500.000,8.9,8.9,8.8,8.7,8.9,9.1,https://www.foody.vn/ho-chi-minh/gogi-house-thit-nuong-han-quoc-e-mart-go-vap,TPHCM,Nha Hang,376
Cơm Tấm Mộc - Takashimaya,"Tầng B2 TTTM Takashimaya, 92-94 Nam Kỳ Khởi Nghĩa, P. Bến Nghé, Quận 1, TP. HCM",09:30 - 21:30,25.000 - 69.000,7.6,8.0,6.0,8.0,7.0,9.0,https://www.foody.vn/ho-chi-minh/com-tam-moc-takashimaya,TPHCM,Nha Hang,408
Gogi House - Quán Nướng Hàn Quốc - Vincom Lê Văn Việt,"Tầng 4,  Tầng L4-02 Vincom Lê Văn Việt, 50 Lê Văn Việt, P. Hiệp Phú, Tp. Thủ Đức, TP. HCM",10:00 - 22:00,300.000 - 500.000,8.6,8.6,8.5,8.4,8.8,8.7,https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-vincom-le-van-viet,TPHCM,Nha Hang,807
Cu Sữa - Tré Trộn,"59 Nguyễn Du, P. Bến Nghé, Quận 1, TP. HCM",00:01 - 01:00 | 10:00 - 23:59,20.000 - 50.000,6.7,7.2,6.8,6.5,6.0,6.8,https://www.foody.vn/ho-chi-minh/cu-sua-tre-tron,TPHCM,An Vat Via He,141
Food Connexion Buffet - Pullman Hotel,"148 Trần Hưng Đạo, Quận 1, TP. HCM",06:00 - 22:00 | 10:00 - 14:00,390.000 - 890.000,7.5,7.2,6.5,7.7,7.9,8.2,https://www.foody.vn/ho-chi-minh/food-connexion-buffet-pullman-hotel,TPHCM,Nha Hang,70
Gogi House - Quán Nướng Hàn Quốc - Lotte Mart Gò Vấp,"Lotte Mart Gò Vấp, 242 Nguyễn Văn Lượng, P. 10, Quận Gò Vấp, TP. HCM",11:00 - 22:00,300.000 - 500.000,8.9,9.0,8.8,8.8,8.9,9.1,https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-lotte-mart-go-vap,TPHCM,Nha Hang,598
Lâm 90 - Sữa Chua Nếp Cẩm - Đường A4,"49 Đường A4, P. 12, Quận Tân Bình, TP. HCM",08:00 - 18:30,10.000 - 20.000,7.9,8.0,8.0,8.0,7.6,8.1,https://www.foody.vn/ho-chi-minh/lam-90-sua-chua-nep-cam,TPHCM,An Vat Via He,804
Urbane Lounge - Pullman Hotel,"Tầng Trệt, Pullman Hotel, 148 Trần Hưng Đạo, Quận 1, TP. HCM",08:30 - 23:30,300.000 - 880.000,7.6,7.7,6.6,7.7,8.3,7.9,https://www.foody.vn/ho-chi-minh/urbane-lounge-pullman-hotel,TPHCM,Nha Hang,458
Gogi House - Quán Nướng Hàn Quốc - Saigon Centre,"Saigon Centre, 65 Lê Lợi, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 22:00,300.000 - 500.000,8.5,8.6,8.2,8.4,8.5,8.7,https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-saigon-centre,TPHCM,Nha Hang,92
Lâm 90 - Sữa Chua Nếp Cẩm - Thân Nhân Trung,"79 Thân Nhân Trung, P. 13, Quận Tân Bình, TP. HCM",08:00 - 23:00,17.000 - 23.000,8.0,8.0,8.0,8.0,8.0,8.0,https://www.foody.vn/ho-chi-minh/lam-90-sua-chua-nep-cam-nhat-chi-mai,TPHCM,An Vat Via He,790
Pool Bar - Pullman Hotel,"148 Trần Hưng Đạo, Quận 1, TP. HCM",15:30 - 22:00,500.000 - 1.100.000,8.6,9.5,7.0,9.5,9.5,7.5,https://www.foody.vn/ho-chi-minh/pool-bar-pullman-hotel,TPHCM,Nha Hang,577
Meat & Meet Korean BBQ Container - Lê Thị Riêng,"8 Lê Thị Riêng, P. Bến Thành, Quận 1, TP. HCM",11:00 - 22:00,60.000 - 300.000,7.5,7.5,7.2,7.4,7.5,7.7,https://www.foody.vn/ho-chi-minh/meat-meet-bbq-container,TPHCM,Nha Hang,627
Lâm 90 - Sữa Chua Nếp Cẩm - Tây Thạnh,"148 Tây Thạnh, P. Tây Thạnh, Quận Tân Phú, TP. HCM",08:00 - 22:00,17.000 - 23.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/lam-90-sua-chua-nep-cam-tay-thanh,TPHCM,An Vat Via He,1189
Mad Cow Wine & Grill,"Leval 30, 148 Trần Hưng Đạo, Quận 1, TP. HCM",16:00 - 23:59,120.000 - 1.300.000,7.4,7.5,6.5,8.0,7.8,7.3,https://www.foody.vn/ho-chi-minh/mad-cow-wine-grill,TPHCM,Nha Hang,156
Đậu Hủ Thúi 84,"84 Đường Số 9, P. 8, Quận 11, TP. HCM",13:00 - 21:00,15.000 - 25.000,6.9,7.0,7.1,7.1,6.3,6.8,https://www.foody.vn/ho-chi-minh/dau-hu-thui-84,TPHCM,An Vat Via He,862
Meat & Meet Korean BBQ Container - Song Hành,"Tầng 3,  L3-01 TTTM Estella Place, 88 Song Hành, P. An Phú, Quận 2, TP. HCM",09:30 - 22:00,199.000 - 429.000,7.4,7.7,7.3,7.1,7.5,7.6,https://www.foody.vn/ho-chi-minh/meat-meet-korean-bbq-container-song-hanh,TPHCM,Nha Hang,803
Wrap&Roll - Vincom Đồng Khởi,"Tầng Hầm 3,  Tầng B3, B23 - 24, Vincom Đồng Khởi, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",08:00 - 22:00,40.000 - 165.000,6.2,6.1,5.8,5.5,6.4,7.0,https://www.foody.vn/ho-chi-minh/wrap-roll-vincom-center,TPHCM,Nha Hang,354
Đậu Hủ Thúi 84 - Dương Bá Trạc,"7 Dương Bá Trạc, P. 1, Quận 8, TP. HCM",15:00 - 20:30,10.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/dau-hu-thui-84-duong-ba-trac,TPHCM,An Vat Via He,416
Wrap&Roll - Nguyễn Đức Cảnh,"006 Nguyễn Đức Cảnh, Phú Mỹ Hưng, P. Tân Phong, Quận 7, TP. HCM",10:30 - 20:00,40.000 - 165.000,6.3,6.4,5.6,6.0,6.8,6.9,https://www.foody.vn/ho-chi-minh/wrap-roll-nguyen-duc-canh,TPHCM,Nha Hang,56
Sóng Sánh Milk Tea - Phùng Văn Cung,"94A2 PhùNg Văn Cung, P. 2, Quận Phú Nhuận, TP. HCM",10:00 - 22:00,15.000 - 20.000,6.7,7.0,7.8,6.4,5.2,7.1,https://www.foody.vn/ho-chi-minh/song-sanh-milk-tea-phung-van-cung,TPHCM,An Vat Via He,942
Meat & Meet Korean BBQ Container - Crescent Mall,"Tầng 4,  4F - 01 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",10:00 - 22:00,199.000 - 429.000,7.1,6.6,7.2,6.4,7.3,7.7,https://www.foody.vn/ho-chi-minh/meat-meet-korean-bbq-container-crescent-mall,TPHCM,Nha Hang,143
Wrap&Roll - SC VivoCity,"Tầng 4,  Tầng 4 - SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",10:00 - 21:00,40.000 - 165.000,6.4,6.1,5.7,6.3,6.7,7.0,https://www.foody.vn/ho-chi-minh/wrap-roll-sc-vivocity,TPHCM,Nha Hang,841
Trà Sữa Sóng Sánh - Trần Thị Nghĩ,"14 Trần Thị Nghĩ, Quận Gò Vấp, TP. HCM",07:00 - 21:30,10.000 - 25.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/tra-sua-song-sanh-tran-thi-nghi,TPHCM,An Vat Via He,368
Sóng Sánh Milk Tea - Nguyễn Văn Nghi,"384A Nguyễn Văn Nghi, P. 7, Quận Gò Vấp, TP. HCM",10:00 - 22:30,8.000 - 15.000,7.4,7.7,8.4,7.1,6.8,7.1,https://www.foody.vn/ho-chi-minh/song-sanh-milk-tea-nguyen-van-nghi,TPHCM,An Vat Via He,883
Sóng Sánh Milk Tea - Trần Quốc Toản,"57A Trần Quốc Toản, P. 8, Quận 3, TP. HCM",10:00 - 22:00,15.000 - 20.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/song-sanh-milk-tea-tran-quoc-toan,TPHCM,An Vat Via He,974
Wrap&Roll - AEON Mall Bình Tân,"Tầng 3,  Lô T22, Tầng 3, AEON Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",10:00 - 21:00,40.000 - 160.000,6.4,6.1,5.9,6.2,6.6,7.3,https://www.foody.vn/ho-chi-minh/wrap-roll-aeon-mall-binh-tan,TPHCM,Nha Hang,132
Meat & Meet Korean BBQ Container – Huỳnh Thúc Kháng,"10 Huỳnh Thúc Kháng, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,60.000 - 300.000,7.3,7.2,7.5,7.3,6.9,7.9,https://www.foody.vn/ho-chi-minh/meat-meet-korean-bbq-container-huynh-thuc-khang,TPHCM,Nha Hang,1069
Sóng Sánh Milk Tea - Hồ Bá Kiện,"102 Hồ Bá Kiện, P. 15, Quận 10, TP. HCM",10:00 - 21:00,15.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/song-sanh-milk-tea-ho-ba-kien,TPHCM,An Vat Via He,220
Bon Bon - Soup Cua & Ăn Vặt - Bạch Đằng,"179 Bạch Đằng, P. 15, Quận Bình Thạnh, TP. HCM",06:30 - 23:00,15.000 - 50.000,6.5,6.3,7.0,6.2,6.3,6.8,https://www.foody.vn/ho-chi-minh/bon-bon-soup-cua-an-vat-bach-dang,TPHCM,An Vat Via He,692
Wrap&Roll - Vincom Lê Văn Việt,"Tầng 4,  Tầng 4 Vincom Lê Văn Việt, 50A Lê Văn Việt, P. Hiệp Phú, Tp. Thủ Đức, TP. HCM",10:00 - 21:00,40.000 - 165.000,6.0,5.7,5.8,5.5,6.5,6.6,https://www.foody.vn/ho-chi-minh/wrap-roll-vincom-le-van-viet,TPHCM,Nha Hang,62
Bon Bon - Soup Cua & Ăn Vặt - Đinh Tiên Hoàng,"84 Đinh Tiên Hoàng, P. 1, Quận Bình Thạnh, TP. HCM",14:00 - 23:00,15.000 - 50.000,9.2,9.8,9.2,9.4,8.7,8.7,https://www.foody.vn/ho-chi-minh/bon-bon-soup-cua-an-vat-dinh-tien-hoang,TPHCM,An Vat Via He,757
Wrap&Roll - Vincom Thủ Đức,"Tầng 4,  Tầng 4 Vincom Thủ Đức, 216 Võ Văn Ngân, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",10:00 - 21:00,40.000 - 165.000,7.1,6.7,6.4,7.3,7.8,7.3,https://www.foody.vn/ho-chi-minh/wrap-roll-vincom-thu-duc,TPHCM,Nha Hang,739
Meat & Meet Korean BBQ Container - Saigon Centre,"Tầng Hầm 2,  Saigon Centre, 65 Lê Lợi, P. Bến Nghé, Quận 1, TP. HCM",10:30 - 22:00,199.000 - 429.000,6.3,6.5,6.4,5.3,6.1,7.0,https://www.foody.vn/ho-chi-minh/meat-meet-korean-bbq-container-saigon-centre,TPHCM,Nha Hang,1108
Wrap&Roll - MPlaza Saigon,"Tầng Trệt,  Tầng Trệt, Mplaza Saigon, 39 Lê Duẩn, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 21:00,40.000 - 165.000,7.1,6.9,6.7,6.9,7.4,7.9,https://www.foody.vn/ho-chi-minh/wrap-roll-mplaza-saigon,TPHCM,Nha Hang,646
Thai Express - Vincom Center,"Tầng B3 Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,55.000 - 170.000,7.3,7.6,6.7,7.2,7.5,7.7,https://www.foody.vn/ho-chi-minh/thai-express-vincom-center,TPHCM,Nha Hang,1127
Wrap&Roll - Gigamall,"Tầng 3,  Tầng 3 Giga Mall, 240 PhạM Văn ĐồNg, P. HiệP BìNh CháNh, Tp. Thủ Đức, TP. HCM",10:00 - 21:00,45.000 - 250.000,6.0,5.6,7.0,5.1,5.6,6.8,https://www.foody.vn/ho-chi-minh/wrap-roll-giga-mall,TPHCM,Nha Hang,780
Wrap&Roll - Estella Place,"Tầng 3,  Tầng 3, Estella Place, 88 Song Hành, P. An Phú, Tp. Thủ Đức, TP. HCM",10:00 - 21:00,40.000 - 165.000,,5.0,4.3,3.3,6.2,8.2,https://www.foody.vn/ho-chi-minh/wrap-roll-estella-place,TPHCM,Nha Hang,800
Thai Express - Món Thái - Crescent Plaza,"105 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",11:00 - 20:00,55.000 - 170.000,7.2,7.3,6.6,7.4,7.3,7.6,https://www.foody.vn/ho-chi-minh/thai-express-mon-thai-crescent-plaza,TPHCM,Nha Hang,1061
Tasaki BBQ - Nướng Than Hoa Nhật Bản - Vincom Quang Trung,"Tầng Hầm 1,  Tầng B1, Vincom Quang Trung, 190 Quang Trung, P. 10, Quận Gò Vấp, TP. HCM",10:00 - 21:15,200.000 - 500.000,7.1,7.2,6.6,6.9,7.4,7.3,https://www.foody.vn/ho-chi-minh/tasaki-bbq-mon-nuong-nhat-ban-quang-trung,TPHCM,Nha Hang,620
Thai Express - Món Thái - Phan Xích Long,"158 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",11:00 - 20:00,55.000 - 170.000,6.8,6.9,6.3,6.8,6.9,7.2,https://www.foody.vn/ho-chi-minh/thai-express-mon-thai-phan-xich-long,TPHCM,Nha Hang,363
Thai Express - Món Thái - SC VivoCity,"Tầng 4,  Tầng 4 - SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",11:00 - 20:00,55.000 - 170.000,7.0,7.3,6.5,6.7,7.1,7.4,https://www.foody.vn/ho-chi-minh/thai-express-mon-thai-sc-vivocity,TPHCM,Nha Hang,842
Tasaki BBQ - Nướng Than Hoa Nhật Bản - AEON Mall Bình Tân,"Tầng 3,  Tầng 3 AEON Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",10:00 - 21:15,30.000 - 1.200.000,,5.1,5.8,4.8,6.3,6.2,https://www.foody.vn/ho-chi-minh/tasaki-bbq-aeon-mall-binh-tan,TPHCM,Nha Hang,767
Thai Express - Món Thái - AEON Mall Bình Tân,"Tầng 3,  T24, Tầng 3, TTMS Aeon Mall Bình Tân - 01 Đướng Số 17A, Khu Phố 11, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM",11:00 - 20:00,100.000 - 200.000,6.6,6.9,6.1,6.4,6.7,6.8,https://www.foody.vn/ho-chi-minh/thai-express-mon-thai-aeon-mall-binh-tan,TPHCM,Nha Hang,698
Tasaki BBQ - Nướng Than Hoa Nhật Bản - SC VivoCity,"Tầng 2,  Tầng 2, SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",10:00 - 21:15,30.000 - 1.200.000,7.5,8.2,6.7,7.5,7.8,7.4,https://www.foody.vn/ho-chi-minh/tasaki-bbq-sc-vivocity,TPHCM,Nha Hang,1039
Thai Express - Món Thái - Vạn Hạnh Mall,"Tầng 5,  12 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",11:00 - 20:00,100.000 - 200.000,7.2,7.3,6.8,7.1,7.3,7.4,https://www.foody.vn/ho-chi-minh/thai-express-mon-thai-van-hanh-mall,TPHCM,Nha Hang,1028
Chanh Bistro Rooftop Saigon - Calmette,"Rooftop, 171 Calmette, P. Bến Thành, Quận 1, TP. HCM",10:30 - 23:00,25.000 - 450.000,8.1,8.2,7.5,8.0,8.3,8.4,https://www.foody.vn/ho-chi-minh/chanh-bistro-rooftop-nha-hang-mon-au,TPHCM,Nha Hang,191
Thai Express - Món Thái - AEON Mall Tân Phú,"Tầng 3,  Tầng 3 AEON Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",11:00 - 20:00,55.000 - 170.000,7.1,6.6,7.0,7.8,7.2,6.8,https://www.foody.vn/ho-chi-minh/thai-express-mon-thai-aeon-mall-tan-phu,TPHCM,Nha Hang,954
Chanh Bistro Rooftop Saigon - Lý Tự Trọng,"Rooftop, 215 Lý Tự Trọng, P. Bến Thành, Quận 1, TP. HCM",10:30 - 23:45,25.000 - 450.000,8.6,8.8,7.6,9.0,9.1,8.5,https://www.foody.vn/ho-chi-minh/chanh-bistro-rooftop-saigon-ly-tu-trong,TPHCM,Nha Hang,99
Sushi Masa - Thạch Thị Thanh,"52 Thạch Thị Thanh, P. Tân Định, Quận 1, TP. HCM",11:00 - 22:00,39.000 - 129.000,7.7,7.9,7.7,7.8,7.4,7.6,https://www.foody.vn/ho-chi-minh/sushi-masa,TPHCM,Nha Hang,1012
Gánh - Đặc Sản Nha Trang - Phạm Ngọc Thạch,"58/4 Phạm Ngọc Thạch, Quận 3, TP. HCM",08:00 - 23:00,60.000 - 132.000,6.5,6.6,5.7,6.2,7.1,6.8,https://www.foody.vn/ho-chi-minh/nem-nuong-ganh-dac-san-nha-trang-pham-ngoc-thach,TPHCM,Nha Hang,1027
Sushi Masa - Lê Văn Sỹ,"78 Lê Văn Sỹ, P. 11, Quận Phú Nhuận, TP. HCM",11:00 - 22:00,12.000 - 858.000,7.9,8.1,7.7,7.9,7.7,7.9,https://www.foody.vn/ho-chi-minh/sushi-masa-le-van-sy,TPHCM,Nha Hang,741
Gánh - Đặc Sản Nha Trang - Hai Bà Trưng,"91 Hai Bà Trưng, P. Bến Nghé, Quận 1, TP. HCM",Đang cập nhật,50.000 - 200.000,7.1,7.1,6.3,7.1,7.5,7.5,https://www.foody.vn/ho-chi-minh/ganh-dac-san-nha-trang-hai-ba-trung,TPHCM,Nha Hang,966
Gánh - Đặc Sản Nha Trang,"91 Hai Bà Trưng, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 23:00,20.000 - 150.000,,5.9,5.3,5.3,6.3,6.1,https://www.foody.vn/ho-chi-minh/ganh-dac-san-nha-trang,TPHCM,Nha Hang,21
Uraetei BBQ - Phổ Đình - Nam Kỳ Khởi Nghĩa,"69-71 Nam Kỳ Khởi Nghĩa, P. Bến Thành, Quận 1, TP. HCM",11:00 - 23:00,200.000 - 660.000,7.5,7.9,6.8,7.2,7.6,7.8,https://www.foody.vn/ho-chi-minh/pho-dinh-nam-ky-khoi-nghia,TPHCM,Nha Hang,1165
Dao Hua - Taiwanese Hotpot Paradise - Hoàng Hoa Thám,"63B Hoàng Hoa Thám, P. 13, Quận Tân Bình, TP. HCM",11:00 - 22:00,50.000 - 200.000,7.3,7.2,7.3,7.1,7.5,7.5,https://www.foody.vn/ho-chi-minh/dao-hua-taiwanese-hotpot-paradise-hoang-hoa-tham,TPHCM,Nha Hang,1166
Uraetei BBQ - Phổ Đình - AEON Mall,"Tầng 1,  Tầng 1 AEON Mall, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",11:00 - 22:00,150.000 - 550.000,7.5,8.0,6.5,7.4,7.9,7.7,https://www.foody.vn/ho-chi-minh/uraetei-pho-dinh-aeon-mall,TPHCM,Nha Hang,521
Dao Hua - Taiwanese Hotpot Paradise - Estella Place,"Tầng 3,  Tầng 3, L3 - L10 Estella Place, 88 Song Hành, P. An Phú, Quận 2, TP. HCM",11:00 - 22:00,50.000 - 300.000,8.2,8.2,7.7,8.5,8.5,7.9,https://www.foody.vn/ho-chi-minh/dao-hua-taiwanese-hotpot-paradise-estella-place,TPHCM,Nha Hang,497
Buffet Ăn Vặt,"343/6 Nguyễn Tri Phương, Quận 10, TP. HCM",09:00 - 22:00,80.000 - 100.000,,4.5,5.5,4.5,5.5,6.0,https://www.foody.vn/ho-chi-minh/buffet-an-vat,TPHCM,Buffet,212
Uraetei BBQ - Phổ Đình - Hoàng Văn Thái,"73 Hoàng Văn Thái, P. Tân Phú, Quận 7, TP. HCM",11:00 - 23:00,200.000 - 660.000,6.9,7.1,6.7,6.5,7.3,7.1,https://www.foody.vn/ho-chi-minh/uraetei-bbq-pho-dinh-hoang-van-thai,TPHCM,Nha Hang,417
Mr. Bistek - Beefsteak Lê Thị Riêng,"11 - 13 Lê Thị Riêng, P. Bến Thành, Quận 1, TP. HCM",09:00 - 22:00,50.000 - 100.000,8.3,8.3,8.4,8.3,8.4,8.3,https://www.foody.vn/ho-chi-minh/mr-bistek,TPHCM,Nha Hang,744
