rest_name,rest_address,time_open,price,avg_score,quality_score,price_score,service_score,space_score,location_score,link,Location,Cate,rest_id
"Fruit Crush - Trái Cây Tươi, Bánh Tráng & Ăn Vặt","93/4 Đường 100 Bình Thới, Quận 11, TP. HCM",10:00 - 21:00,20.000 - 50.000,8.5,8.7,8.8,8.9,8.0,8.1,https://www.foody.vn/ho-chi-minh/fruit-crush-trai-cay-tuoi-banh-trang-an-vat,TPHCM,An Vat Via He,270
Pizza Hut - Trương Định,"61 Trương Định, Quận 3, TP. HCM",10:00 - 22:00,150.000 - 330.000,7.1,7.1,6.8,7.0,7.3,7.5,https://www.foody.vn/ho-chi-minh/pizza-hut-truong-dinh,TPHCM,Nha Hang,965
Quán Bụi Garden,"55A - 55B Ngô Quang Huy, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",10:00 - 22:00,50.000 - 250.000,7.5,7.2,6.6,7.7,8.2,7.7,https://www.foody.vn/ho-chi-minh/quan-bui-garden,TPHCM,Nha Hang,860
Fruit Crush - Trái Cây Tươi & Ăn Vặt - Lê Đức Thọ,"616/3 Lê Đức Thọ, P. 15, Quận Gò Vấp, TP. HCM",10:00 - 22:30,19.000 - 79.000,9.1,10.0,9.0,9.3,8.3,8.8,https://www.foody.vn/ho-chi-minh/fruit-crush-trai-cay-tuoi-an-vat-le-duc-tho,TPHCM,An Vat Via He,276
Quán Bụi Central,"19 Ngô Văn Năm, Quận 1, TP. HCM",10:00 - 22:00,30.000 - 200.000,7.4,7.6,6.3,7.8,7.2,7.9,https://www.foody.vn/ho-chi-minh/quan-bui-central,TPHCM,Nha Hang,375
Fruit Crush - Trái Cây Tươi & Ăn Vặt - Nguyễn Cửu Vân,"75/35 Nguyễn Cửu Vân, P. 17, Quận Bình Thạnh, TP. HCM",10:00 - 23:00,19.000 - 79.000,7.4,6.7,7.0,8.3,7.7,7.3,https://www.foody.vn/ho-chi-minh/fruit-crush-trai-cay-tuoi-an-vat-nguyen-cuu-van,TPHCM,An Vat Via He,196
Fruit Crush - Trái Cây Tươi & Ăn Vặt - Đường Số 10,"9 Đường Số 10, P. Bình An, Tp. Thủ Đức, TP. HCM",Đang cập nhật,15.000 - 45.000,8.5,8.7,8.5,8.7,8.1,8.5,https://www.foody.vn/ho-chi-minh/fruit-crush-trai-cay-tuoi-an-vat-duong-so-10,TPHCM,An Vat Via He,644
Quán Bụi Kitchen - Estella Place,"Tầng 2,  L2 - 02, 03 Tầng 2, Estella Place, 88 Song Hành, P. An Phú, Tp. Thủ Đức, TP. HCM",07:00 - 21:30,15.000 - 250.000,8.9,9.0,8.6,9.0,9.0,9.0,https://www.foody.vn/ho-chi-minh/quan-bui-kitchen-estella-place,TPHCM,Nha Hang,878
Pizza Hut - Phan Xích Long,"93 Phan Xich Long, P. 2, Quận Phú Nhuận, TP. HCM",10:00 - 21:30,150.000 - 330.000,7.0,7.3,6.6,6.9,6.9,7.5,https://www.foody.vn/ho-chi-minh/pizza-hut-phan-xich-long,TPHCM,Nha Hang,552
Quán Bụi - Laang Saigon,"22 Đặng Hữu Phổ, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",09:00 - 22:00,20.000 - 399.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/quan-bui-laang-saigon,TPHCM,Nha Hang,1066
Fruit Crush - Trái Cây Tươi & Ăn Vặt - Trần Xuân Soạn,"793/35A1 Trần Xuân Soạn, P. Tân Hưng, Quận 7, TP. HCM",11:00 - 22:00,19.000 - 119.000,10.0,10.0,10.0,10.0,10.0,10.0,https://www.foody.vn/ho-chi-minh/fruit-crush-trai-cay-tuoi-an-vat-tran-xuan-soan,TPHCM,An Vat Via He,1173
Pizza Hut - Crescent Mall,"Tầng 5,  Tầng 5 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",07:00 - 23:00,200.000 - 330.000,7.1,7.2,6.6,7.1,7.3,7.4,https://www.foody.vn/ho-chi-minh/pizza-hut-crescent-mall-ton-dat-tien,TPHCM,Nha Hang,405
Fruit Crush - Trái Cây Tươi & Ăn Vặt - Thích Quảng Đức,"35 Thích Quảng Đức, P. 4, Quận Phú Nhuận, TP. HCM",09:00 - 22:00,20.000 - 50.000,10.0,10.0,10.0,10.0,10.0,10.0,https://www.foody.vn/ho-chi-minh/fruit-crush-trai-cay-tuoi-an-vat-thich-quang-duc,TPHCM,An Vat Via He,173
Fruit Crush - Trái Cây Tươi & Ăn Vặt - Đường 5,"41 Đường 5, P. Linh Chiểu, Tp. Thủ Đức, TP. HCM",10:00 - 22:00,19.000 - 49.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/fruit-crush-trai-cay-tuoi-an-vat-duong-5,TPHCM,An Vat Via He,579
Pizza Hut - Vincom Maximark Cộng Hoà,"Vincom Maximark Cộng Hoà, 15 – 17 Cộng Hòa, Quận Tân Bình, TP. HCM",10:00 - 22:00,200.000 - 330.000,7.3,7.2,6.7,7.4,7.6,7.3,https://www.foody.vn/ho-chi-minh/pizza-hut-maximark-cong-hoa,TPHCM,Nha Hang,311
Fruit Crush - Trái Cây Tươi & Ăn Vặt - Lê Hồng Phong,"181/6 Lê Hồng Phong, P. 3, Quận 5, TP. HCM",10:00 - 23:00,10.000 - 55.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/fruit-crush-trai-cay-tuoi-an-vat-le-hong-phong,TPHCM,An Vat Via He,728
Spicy Box - Tokbokki Hot Pot - Vincom Mega Mall Thảo Điền,"Tầng 4,  Tầng 4 Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Quận 2, TP. HCM",09:00 - 22:00,79.000 - 220.000,7.9,8.1,8.0,8.0,8.0,7.5,https://www.foody.vn/ho-chi-minh/spicy-box-tokbokki-hot-pot,TPHCM,Nha Hang,605
MNS ICE SNOW - Đá Bào Mật Trái Cây Rừng - Quang Trung,"69D Quang Trung, P. 8, Quận Gò Vấp, TP. HCM",17:30 - 22:30,10.000 - 15.000,7.7,8.6,8.3,8.0,6.6,6.9,https://www.foody.vn/ho-chi-minh/da-bao-mat-trai-cay-quang-trung,TPHCM,An Vat Via He,648
MNS ICE SNOW - Đá Bào Mật Trái Cây Rừng - Phạm Văn Đồng,"Phạm Văn Đồng, P. 13, Quận Bình Thạnh, TP. HCM",19:00 - 23:30,15.000 - 35.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/mns-ice-snow-da-bao-mat-trai-cay-rung-pham-van-dong,TPHCM,An Vat Via He,198
MNS ICE SNOW - Đá Bào Mật Trái Cây Rừng - Quang Trung,"653 Quang Trung, P. 11, Quận Gò Vấp, TP. HCM",09:00 - 22:00,12.000 - 15.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/da-bao-mat-trai-cay-rung-quang-trung,TPHCM,An Vat Via He,648
Pizza Hut - Nguyễn Trãi,"264-266 Nguyễn Trãi, Quận 5, TP. HCM",10:00 - 21:30,150.000 - 330.000,7.3,7.5,6.9,7.1,7.3,7.6,https://www.foody.vn/ho-chi-minh/pizza-hut-nguyen-trai,TPHCM,Nha Hang,725
MNS ICE SNOW - Đá Bào Mật Trái Cây Rừng - Nguyễn Thị Thập,"347 Nguyễn Thị Thập, Quận 7, TP. HCM",18:00 - 22:00,15.000 - 45.000,7.9,8.3,8.5,7.8,7.0,7.8,https://www.foody.vn/ho-chi-minh/mns-ice-snow-da-bao-mat-trai-cay-rung-nguyen-thi-thap,TPHCM,An Vat Via He,1133
Pizza Hut - Parkson CT Plaza,"Tầng Hầm 1,  Tầng Hầm B1 Parkson CT Plaza, 60A Trường Sơn, P. 2, Quận Tân Bình, TP. HCM",08:30 - 21:30,200.000 - 330.000,7.3,7.6,6.8,7.6,7.3,7.1,https://www.foody.vn/ho-chi-minh/pizza-hut-food-court-parkson-ct-plaza,TPHCM,Nha Hang,824
Spicy Box - Tokbokki Hot Pot - Estella Place,"Tầng 4,  L4-08, Tầng 4 Estella Place, 88 Song Hành, P. An Phú, Quận 2, TP. HCM",09:00 - 22:00,79.000 - 220.000,7.9,8.3,7.8,8.1,7.8,7.7,https://www.foody.vn/ho-chi-minh/spicy-box-tokbokki-hot-pot-song-hanh,TPHCM,Nha Hang,896
Takki - Bánh Mì Kebab - Kỳ Đồng,"7 Kỳ Đồng, P. 9, Quận 3, TP. HCM",06:00 - 10:00 | 14:00 - 19:00,20.000 - 25.000,8.8,9.4,9.0,8.9,8.3,8.5,https://www.foody.vn/ho-chi-minh/takki-banh-mi-kebab-ky-dong,TPHCM,An Vat Via He,130
Pizza Hut - Vincom Maximark 3 Tháng 2,"Tầng 3,  Tầng 3, Vincom Maximark, 3 Đường 3 Tháng 2, Quận 10, TP. HCM",10:00 - 22:30,150.000 - 330.000,7.3,7.2,6.9,7.4,7.6,7.3,https://www.foody.vn/ho-chi-minh/pizza-hut-maximark-3-thang-2,TPHCM,Nha Hang,163
Akki - Bánh Mì Kebab - 152 Tân Kỳ Tân Quý,"152 Tân Kỳ Tân Quý, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",06:00 - 11:00 | 15:00 - 20:00,20.000 - 25.000,8.9,9.6,9.4,9.3,8.1,8.2,https://www.foody.vn/ho-chi-minh/akki-banh-mi-kebab-152-tan-ky-tan-quy,TPHCM,An Vat Via He,707
Takki - Bánh Mì Kebab - Lê Quang Định,"469 Lê Quang Định, P. 1, Quận Gò Vấp, TP. HCM",06:00 - 13:00,15.000 - 60.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/takki-banh-mi-kebab-le-quang-dinh,TPHCM,An Vat Via He,713
Pizza Hut - Etown Cộng Hoà,"364 Cộng Hòa, Quận Tân Bình, TP. HCM",10:00 - 20:30,200.000 - 330.000,,6.1,5.9,5.8,6.1,5.9,https://www.foody.vn/ho-chi-minh/pizza-hut-etown-cong-hoa,TPHCM,Nha Hang,851
Takki - Bánh Mì Kebab - Tôn Thất Thiệp,"4-6 Tôn Thất Thiệp, P. Bến Nghé, Quận 1, TP. HCM",06:00 - 22:00,30.000 - 35.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/takki-banh-mi-kebab-ton-that-thiep,TPHCM,An Vat Via He,142
Spicy Box - Tokbokki Hot Pot - Giga Mall,"Tầng 5,  L5-22, Tầng 5, Giga Mall, 242 Phạm Văn Đồng, P. Hiệp Bình Chánh, Tp. Thủ Đức, TP. HCM",09:00 - 22:00,79.000 - 220.000,,4.9,5.4,4.7,5.3,6.0,https://www.foody.vn/ho-chi-minh/spicy-box-tokbokki-hot-pot-giga-mall,TPHCM,Nha Hang,169
Mr. Tôm - Sushi Đường Phố - Lê Văn Thọ,"364 Lê Văn Thọ, P. 11, Quận Gò Vấp, TP. HCM",17:00 - 23:00,8.000 - 129.000,6.4,6.9,7.3,5.8,5.6,6.7,https://www.foody.vn/ho-chi-minh/mr-tom-sushi-duong-pho-le-van-tho,TPHCM,An Vat Via He,520
Pizza Hut - Lotte Mart Nam Sài Gòn,"Tầng Trệt Lotte Mart Nguyễn Hữu Thọ, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",10:00 - 21:30,10.000 - 330.000,7.3,7.4,6.8,7.4,7.6,7.5,https://www.foody.vn/ho-chi-minh/pizza-hut-lotte-mart-nam-sai-gon,TPHCM,Nha Hang,802
Mr. Tôm - Sushi Đường Phố - Nguyễn Văn Lượng,"354 Nguyễn Văn Lượng, P. 16, Quận Gò Vấp, TP. HCM",17:00 - 23:00,8.000 - 130.000,,4.3,4.7,2.3,3.8,4.7,https://www.foody.vn/ho-chi-minh/sushi-duong-pho-sake-kissho-nguyen-van-luong,TPHCM,An Vat Via He,894
Pizza Hut - Trần Hưng Đạo,"38A Trần Hưng Đạo, P. Phạm Ngũ Lão, Quận 1, TP. HCM",10:00 - 22:00,59.000 - 164.000,6.6,6.4,6.4,6.4,6.4,7.3,https://www.foody.vn/ho-chi-minh/pizza-hut-tran-hung-dao,TPHCM,Nha Hang,403
Mr. Tôm - Sushi Đường Phố - Man Thiện,"435 Man Thiện, P. Tăng Nhơn Phú A, Tp. Thủ Đức, TP. HCM",10:00 - 22:00,8.000 - 129.000,7.1,7.0,7.4,7.2,7.0,7.1,https://www.foody.vn/ho-chi-minh/mr-tom-sushi-duong-pho-bo-bao-tan-thang,TPHCM,An Vat Via He,22
Mr. Tôm - Sushi Đường Phố - Lê Thị Hồng,"40/64 Lê Thị Hồng, P. 17, Quận Gò Vấp, TP. HCM",16:00 - 23:00,8.000 - 149.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/mr-tom-sushi-duong-pho-le-thi-hong,TPHCM,An Vat Via He,810
Pizza Hut - Pandora City,"Tầng 4 Pandora City, 1/1 Trường Chinh, P. Tây Thạnh, Quận Tân Phú, TP. HCM",10:30 - 23:00,120.000 - 330.000,7.3,7.5,6.6,7.2,7.6,7.5,https://www.foody.vn/ho-chi-minh/pizza-hut-pandora-city,TPHCM,Nha Hang,243
Bachutha - Bánh Chuối Thái - Đường Số 10,"54 Đường Số 10, P. Tân Quy, Quận 7, TP. HCM",16:00 - 22:00,20.000 - 30.000,6.3,6.7,6.6,6.2,5.7,6.1,https://www.foody.vn/ho-chi-minh/bachutha-banh-chuoi-thai,TPHCM,An Vat Via He,914
Bachutha - Bánh Chuối Thái - Bạch Đằng,"307 Bạch Đằng, P. 15, Quận Bình Thạnh, TP. HCM",17:00 - 22:00,20.000 - 30.000,7.3,8.1,7.6,7.4,6.8,6.7,https://www.foody.vn/ho-chi-minh/bachutha-banh-chuoi-thai-bach-dang,TPHCM,An Vat Via He,560
Otoké Chicken - Gà Rán Hàn Quốc - Đồng Đen,"116 Đồng Đen, P. 14, Quận Tân Bình, TP. HCM",08:00 - 21:30,29.000 - 300.000,6.6,6.6,6.5,6.6,6.5,6.8,https://www.foody.vn/ho-chi-minh/otoke-chicken,TPHCM,Nha Hang,929
Pizza Hut - Nguyễn Tri Phương,"397 Nguyễn Tri Phương, Quận 10, TP. HCM",10:00 - 21:30,100.000 - 220.000,6.6,6.9,6.4,6.4,6.4,7.0,https://www.foody.vn/ho-chi-minh/pizza-hut-nguyen-tri-phuong,TPHCM,Nha Hang,1107
Bachutha - Bánh Chuối Thái - Hòa Hảo,"012 Lô H, Chung Cư Ngô Gia Tự, Sư Vạn Hạnh, P. 2, Quận 10, TP. HCM",17:00 - 22:00,20.000 - 30.000,6.7,6.9,7.1,6.4,5.8,7.5,https://www.foody.vn/ho-chi-minh/bachutha-banh-chuoi-thai-hoa-hao,TPHCM,An Vat Via He,601
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Hồ Tùng Mậu,"25 Hồ Tùng Mậu (Góc Hàm Nghi), P. Nguyễn Thái Bình, Quận 1, TP. HCM",11:00 - 22:00,50.000 - 500.000,7.4,8.0,6.8,7.4,7.1,7.9,https://www.foody.vn/ho-chi-minh/don-chicken-chicken-pub,TPHCM,Nha Hang,715
Bachutha - Bánh Chuối Thái - Xóm Chiếu,"181/3 Xóm Chiếu, P. 16, Quận 4, TP. HCM",17:00 - 22:00,10.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/bachutha-banh-chuoi-thai-hoang-dieu-2,TPHCM,An Vat Via He,1190
Bachutha - Bánh chuối Thái - Nguyễn Thượng Hiền,"54 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",17:00 - 22:00,20.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/bachutha-banh-chuoi-thai-nguyen-thuong-hien,TPHCM,An Vat Via He,42
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Vinhomes Central Park,"Park 2, Vinhomes Central Park, 208 Nguyễn Hữu Cảnh, P. 22, Quận Bình Thạnh, TP. HCM",11:00 - 22:00,70.000 - 290.000,7.5,8.1,7.3,7.4,7.2,7.7,https://www.foody.vn/ho-chi-minh/don-chicken-chicken-pub-vinhomes-central-park,TPHCM,Nha Hang,38
Otoké Chicken - Gà Rán Hàn Quốc - Hàm Nghi,"77B Hàm Nghi, P. Nguyễn Thái Bình, Quận 1, TP. HCM",08:00 - 21:30,29.000 - 300.000,7.3,7.3,7.2,7.3,7.2,7.5,https://www.foody.vn/ho-chi-minh/otoke-chicken-ham-nghi,TPHCM,Nha Hang,501
Chè Cô 7 - Đường 15,"251 Đường 15, P. Tân Kiểng, Quận 7, TP. HCM",09:00 - 21:00,10.000 - 20.000,7.0,7.1,7.2,6.9,6.3,7.4,https://www.foody.vn/ho-chi-minh/che-co-7-duong-15,TPHCM,An Vat Via He,541
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Lotte Mart Quận 7,"Lầu 3 Lotte Mart, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",10:00 - 22:00,50.000 - 500.000,7.1,7.5,6.8,7.0,7.3,7.1,https://www.foody.vn/ho-chi-minh/don-chicken-chicken-pub-lotte-mart-quan-7,TPHCM,Nha Hang,508
Chè Cô 7 - Đường Số 41,"49 Đường Số 41, P. 6, Quận 4, TP. HCM",09:00 - 21:00,10.000 - 20.000,7.5,7.8,7.8,7.0,6.8,8.3,https://www.foody.vn/ho-chi-minh/che-co-7-duong-so-41,TPHCM,An Vat Via He,920
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Sư Vạn Hạnh,"742 Sư Vạn Hạnh, Quận 10, TP. HCM",11:00 - 22:00,40.000 - 400.000,6.5,6.7,6.1,6.2,6.5,7.1,https://www.foody.vn/ho-chi-minh/don-chicken-chicken-pub-su-van-hanh,TPHCM,Nha Hang,1102
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Lê Đại Hành,"409A-411A Lê Đại Hành, P. 11, Quận 11, TP. HCM",10:00 - 22:00,50.000 - 500.000,7.6,7.9,7.1,7.5,7.4,8.0,https://www.foody.vn/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-le-dai-hanh,TPHCM,Nha Hang,80
Otoké Chicken - Gà Rán Hàn Quốc - Nguyễn Thị Minh Khai,"18A Nguyễn Thị Minh Khai, P. Đa Kao, Quận 1, TP. HCM",08:00 - 21:30,30.000 - 300.000,7.1,7.3,7.2,7.2,6.8,7.3,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-nguyen-thi-minh-khai,TPHCM,Nha Hang,432
Takoyaki Tân Phước - Lý Thường Kiệt,"319 - C11 Lý Thường Kiệt (Đối Diện 58 Thiên Phước), P. 15, Quận 11, TP. HCM",15:00 - 22:00,15.000 - 25.000,6.9,7.3,7.6,7.2,6.0,6.5,https://www.foody.vn/ho-chi-minh/takoyaki-tan-phuoc,TPHCM,An Vat Via He,763
Otoké Chicken - Gà Rán Hàn Quốc - Đào Duy Từ,"31 Đào Duy Từ, Quận 10, TP. HCM",08:30 - 21:30,15.000 - 200.000,8.0,8.1,7.6,8.2,7.8,8.1,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-dao-duy-tu,TPHCM,Nha Hang,987
Takoyaki Tân Phước - Bình Thới,"173 Bình Thới, P, 11, Quận 11, TP. HCM",11:00 - 21:00,15.000 - 25.000,6.9,7.3,8.3,6.0,5.3,7.7,https://www.foody.vn/ho-chi-minh/takoyaki-tan-phuoc-binh-thoi,TPHCM,An Vat Via He,611
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Phan Văn Trị,"366A32 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",11:00 - 22:00,50.000 - 500.000,7.9,8.5,7.4,7.9,7.9,7.6,https://www.foody.vn/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-phan-van-tri,TPHCM,Nha Hang,48
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Công Viên Lê Thị Riêng,"594 Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",11:00 - 22:00,50.000 - 500.000,7.5,7.9,7.0,7.6,7.6,7.3,https://www.foody.vn/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-cong-vien-le-thi-rieng,TPHCM,Nha Hang,377
Súp Cua Ghiền - Võ Văn Tần,"287 Võ Văn Tần, P. 5, Quận 3, TP. HCM",06:00 - 23:59,15.000 - 30.000,6.1,5.9,6.1,6.0,5.9,6.4,https://www.foody.vn/ho-chi-minh/sup-cua-ghien-vo-van-tan,TPHCM,An Vat Via He,129
Súp Cua Ghiền - Phan Văn Hân,"184 Phan Văn Hân, P. 17, Quận Bình Thạnh, TP. HCM",06:00 - 19:00,15.000 - 30.000,7.0,7.0,7.0,7.0,7.0,7.0,https://www.foody.vn/ho-chi-minh/sup-cua-ghien-phan-van-han,TPHCM,An Vat Via He,339
Súp Cua Ghiền - Nguyễn Thị Nhỏ,"12 Nguyễn Thị Nhỏ, P. 15, Quận 11, TP. HCM",06:00 - 19:00,15.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/sup-cua-ghien-nguyen-thi-nho,TPHCM,An Vat Via He,1054
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Điện Biên Phủ,"493 - 495 Điện Biên Phủ, P. 25, Quận Bình Thạnh, TP. HCM",11:00 - 22:00,70.000 - 300.000,8.4,8.8,8.0,8.4,8.6,8.0,https://www.foody.vn/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-dien-bien-phu,TPHCM,Nha Hang,930
Bánh Đúc Nóng Bà Xuân - Cư Xá Vĩnh Hội,"D62 Đường Số 46, Cư Xá Vĩnh Hội, P. 5, Quận 4, TP. HCM",07:30 - 23:00,10.000 - 30.000,8.4,9.1,8.9,8.6,7.5,7.9,https://www.foody.vn/ho-chi-minh/banh-duc-nong-ba-xuan,TPHCM,An Vat Via He,140
Otoké Chicken - Gà Rán Hàn Quốc - Phan Văn Trị,"188E Phan Văn Trị, P. 11, Quận Bình Thạnh, TP. HCM",08:00 - 21:30,12.000 - 200.000,6.5,6.4,6.6,6.1,6.8,6.7,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-phan-van-tri,TPHCM,Nha Hang,2
Bánh Đúc Nóng Bà Xuân - Nguyễn Kiệm,"617/8 Nguyễn Kiệm, P. 9, Quận Phú Nhuận, TP. HCM",07:30 - 18:00,20.000 - 260.000,9.5,10.0,9.5,10.0,9.0,9.0,https://www.foody.vn/ho-chi-minh/banh-duc-nong-ba-xuan-nguyen-kiem,TPHCM,An Vat Via He,578
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Crescent Mall,"Tầng 4,  4F - 56 Tầng 4, Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",10:00 - 22:00,50.000 - 200.000,8.4,8.6,8.0,8.4,8.6,8.4,https://www.foody.vn/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-crescent-mall,TPHCM,Nha Hang,31
Bánh Trứng Gà Non Hong Kong - Trần Phú,"354 Trần Phú (Ngã 4 Nguyễn Tri Phương), P. 7, Quận 5, TP. HCM",09:00 - 23:00,15.000 - 33.000,6.9,7.2,7.1,6.7,6.3,7.0,https://www.foody.vn/ho-chi-minh/banh-trung-ga-non-hong-kong-tran-phu,TPHCM,An Vat Via He,420
Bánh Trứng Gà Non Hong Kong - Phạm Đình Hổ,"59 Phạm Đình Hổ, Quận 6, TP. HCM",09:30 - 22:00,25.000 - 35.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/banh-trung-ga-non-hong-kong-pham-dinh-ho,TPHCM,An Vat Via He,337
Otoké Chicken - Gà Rán Hàn Quốc - Nguyễn Duy Trinh,"315 Nguyễn Duy Trinh, P. Bình Trưng Tây, Tp. Thủ Đức, TP. HCM",08:00 - 21:30,20.000 - 150.000,7.0,6.6,7.3,6.8,7.1,7.5,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-nguyen-duy-trinh,TPHCM,Nha Hang,955
Don Chicken - Nhà Hàng Gà Nướng Hàn Quốc - Phan Xích Long,"222 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM",11:00 - 21:30,76.000 - 330.000,7.2,8.3,6.8,6.3,7.0,7.8,https://www.foody.vn/ho-chi-minh/don-chicken-nha-hang-ga-nuong-han-quoc-phan-xich-long,TPHCM,Nha Hang,1186
Bánh Trứng Gà Non Hong Kong - Nguyễn Thượng Hiền,"22 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",09:00 - 22:00,25.000 - 30.000,,5.8,5.3,5.8,4.6,5.0,https://www.foody.vn/ho-chi-minh/banh-trung-ga-non-hong-kong-nguyen-thuong-hien,TPHCM,An Vat Via He,0
Otoké Chicken - Gà Rán Hàn Quốc - Lạc Long Quân,"280 Lạc Long Quân, P. 10, Quận 11, TP. HCM",08:00 - 21:30,29.000 - 300.000,8.5,8.5,8.3,8.6,8.6,8.4,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-lac-long-quan,TPHCM,Nha Hang,181
Chill Sky Bar - Rooftop AB Tower,"26 & 27th Floor Rooftop, AB Tower, 76A Lê Lai, Quận 1, TP. HCM",Đang mở cửa  00:01 - 02:00 | 17:30 - 23:59,200.000 - 550.000,7.7,7.6,6.5,7.6,8.5,8.5,https://www.foody.vn/ho-chi-minh/chill-sky-bar,TPHCM,Nha Hang,890
Bánh Trứng Gà Non Hong Kong - Vạn Kiếp,"21 Vạn Kiếp, P. 3, Quận Bình Thạnh, TP. HCM",10:00 - 22:00,15.000 - 50.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/banh-trung-ga-non-hong-kong-van-kiep,TPHCM,An Vat Via He,1177
Otoké Chicken - Gà Rán Hàn Quốc - Ký Con,"169 Ký Con, P. Nguyễn Thái Bình, Quận 1, TP. HCM",08:00 - 21:30,30.000 - 300.000,8.6,8.8,8.5,8.8,8.2,8.6,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-ky-con,TPHCM,Nha Hang,622
Otoké Chicken - Gà Rán Hàn Quốc - Huỳnh Tấn Phát,"547 Huỳnh Tấn Phát, P. Phú Thuận, Quận 7, TP. HCM",08:00 - 21:30,29.000 - 300.000,8.5,8.6,8.3,8.7,8.4,8.5,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-huynh-tan-phat,TPHCM,Nha Hang,653
Bánh Mì Nướng Muối Ớt Cô Năm - Đường 3 Tháng 2,"281 Đường 3 Tháng 2, P. 10, Quận 10, TP. HCM",15:00 - 22:00,15.000 - 30.000,7.3,8.0,8.0,7.1,6.4,7.1,https://www.foody.vn/ho-chi-minh/banh-mi-nuong-muoi-ot-co-nam,TPHCM,An Vat Via He,905
Sorae Restaurant - Lounge,"Tầng 24 - 25, AB Tower, 76A Lê Lai, Quận 1, TP. HCM",11:30 - 15:00 | 17:30 - 23:00,300.000 - 1.000.000,8.2,8.2,7.0,8.2,8.8,8.7,https://www.foody.vn/ho-chi-minh/nha-hang-sorae-sushi-sake-lounge,TPHCM,Nha Hang,835
Otoké Chicken - Gà Rán Hàn Quốc - Nguyễn Ảnh Thủ,"41A Nguyễn Ảnh Thủ, P. Hiệp Thành, Quận 12, TP. HCM",08:00 - 21:30,29.000 - 300.000,8.7,9.0,9.0,9.5,9.0,7.0,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-nguyen-anh-thu,TPHCM,Nha Hang,1067
