,rest_name,rest_address,time_open,price,avg_score,quality_score,price_score,service_score,space_score,location_score,link,Location,Cate,rest_id
471,Chill Sky Bar - Rooftop AB Tower,"26 & 27th Floor Rooftop, AB Tower, 76A Lê Lai, Quận 1, TP. HCM",Đang mở cửa  00:01 - 02:00 | 17:30 - 23:59,200.000 - 550.000,7.7,7.6,6.5,7.6,8.5,8.5,https://www.foody.vn/ho-chi-minh/chill-sky-bar,TPHCM,Nha Hang,483
472,Bánh Trứng Gà Non Hong Kong - Vạn Kiếp,"21 Vạn Kiếp, P. 3, Quận Bình Thạnh, TP. HCM",10:00 - 22:00,15.000 - 50.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/banh-trung-ga-non-hong-kong-van-kiep,TPHCM,An Vat Via He,441
473,Otoké Chicken - Gà Rán Hàn Quốc - Ký Con,"169 Ký Con, P. Nguyễn Thái Bình, Quận 1, TP. HCM",08:00 - 21:30,30.000 - 300.000,8.6,8.8,8.5,8.8,8.2,8.6,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-ky-con,TPHCM,Nha Hang,1022
474,Otoké Chicken - Gà Rán Hàn Quốc - Huỳnh Tấn Phát,"547 Huỳnh Tấn Phát, P. Phú Thuận, Quận 7, TP. HCM",08:00 - 21:30,29.000 - 300.000,8.5,8.6,8.3,8.7,8.4,8.5,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-huynh-tan-phat,TPHCM,Nha Hang,362
475,Bánh Mì Nướng Muối Ớt Cô Năm - Đường 3 Tháng 2,"281 Đường 3 Tháng 2, P. 10, Quận 10, TP. HCM",15:00 - 22:00,15.000 - 30.000,7.3,8.0,8.0,7.1,6.4,7.1,https://www.foody.vn/ho-chi-minh/banh-mi-nuong-muoi-ot-co-nam,TPHCM,An Vat Via He,293
476,Sorae Restaurant - Lounge,"Tầng 24 - 25, AB Tower, 76A Lê Lai, Quận 1, TP. HCM",11:30 - 15:00 | 17:30 - 23:00,300.000 - 1.000.000,8.2,8.2,7.0,8.2,8.8,8.7,https://www.foody.vn/ho-chi-minh/nha-hang-sorae-sushi-sake-lounge,TPHCM,Nha Hang,986
477,Otoké Chicken - Gà Rán Hàn Quốc - Nguyễn Ảnh Thủ,"41A Nguyễn Ảnh Thủ, P. Hiệp Thành, Quận 12, TP. HCM",08:00 - 21:30,29.000 - 300.000,8.7,9.0,9.0,9.5,9.0,7.0,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-nguyen-anh-thu,TPHCM,Nha Hang,1038
478,Bánh Mì Nướng Muối Ớt Cô Năm - Tân Hòa Đông,"445/24 Tân Hòa Đông, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",15:00 - 22:00,15.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/banh-mi-nuong-muoi-ot-co-nam-tan-hoa-dong,TPHCM,An Vat Via He,798
479,Otoké Chicken - Gà Rán Hàn Quốc - Đặng Văn Bi,"142 Đặng Văn Bi, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",08:30 - 21:30,29.000 - 300.000,6.7,6.7,6.8,6.5,6.7,7.0,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-dang-van-bi,TPHCM,Nha Hang,1171
480,The Saigon Cigar Club,"Tầng 25, AB Tower, 76A Lê Lai, P. Bến Nghé, Quận 1, TP. HCM",14:30 - 01:00 | 17:00 - 01:00,30.000 - 1.000.000,8.3,8.2,7.2,8.7,9.1,8.3,https://www.foody.vn/ho-chi-minh/the-saigon-cigar-club,TPHCM,Nha Hang,605
481,Cháo Sườn Cô Giang - Nguyễn Oanh,"164 Nguyễn Oanh, P. 17, Quận Gò Vấp, TP. HCM",07:00 - 22:00,15.000 - 20.000,7.4,7.6,7.5,7.6,7.0,7.2,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-nguyen-oanh,TPHCM,An Vat Via He,186
482,Otoké Chicken - Gà Rán Hàn Quốc - Đỗ Xuân Hợp,"489 Đỗ Xuân HợP, P. Phước Long B, Tp. Thủ Đức, TP. HCM",08:30 - 21:30,29.000 - 300.000,8.8,8.8,8.5,9.0,8.5,9.3,https://www.foody.vn/ho-chi-minh/otoke-chicken-ga-ran-han-quoc-do-xuan-hop,TPHCM,Nha Hang,44
483,Vigor Dining,"Tầng 27 AB Tower (Bên Trong Chill Sky Bar), 76A Lê Lai, Quận 1, TP. HCM",17:30 - 22:30,500.000 - 1.500.000,8.2,8.5,7.3,8.1,8.8,8.5,https://www.foody.vn/ho-chi-minh/vigor-dining,TPHCM,Nha Hang,519
484,Cháo Sườn Cô Giang - Đinh Tiên Hoàng,"14B Đinh Tiên Hoàng, P. Đa Kao, Quận 1, TP. HCM",07:30 - 22:00,15.000 - 29.000,6.9,7.0,6.9,6.8,6.4,7.2,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-dinh-tien-hoang,TPHCM,An Vat Via He,255
485,Cháo Sườn Cô Giang - Nguyễn Trung Ngạn,"5A/16 Nguyễn Trung Ngạn, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 14:00,15.000 - 29.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-nguyen-trung-ngan,TPHCM,An Vat Via He,994
486,Cháo Sườn Cô Giang - Trần Phú,"33 Trần Phú, P. 4, Quận 5, TP. HCM",08:30 - 23:00,20.000 - 35.000,7.0,6.0,7.0,7.0,7.0,8.0,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang,TPHCM,An Vat Via He,862
487,Lẩu Thái Đế Vương - Food House - Nguyễn Kiệm,"800 Nguyễn Kiệm, Quận Gò Vấp, TP. HCM",10:30 - 22:00,30.000 - 200.000,6.5,6.6,6.6,6.2,6.6,6.4,https://www.foody.vn/ho-chi-minh/lau-thai-de-vuong-food-house-nguyen-kiem,TPHCM,Nha Hang,1016
488,Làng Nướng Nam Bộ - Tô Hiến Thành,"302A Tô Hiến Thành, P. 15, Quận 10, TP. HCM",10:00 - 23:30,80.000 - 165.000,7.2,7.4,7.0,7.1,7.3,7.3,https://www.foody.vn/ho-chi-minh/lang-nuong-nam-bo-to-hien-thanh,TPHCM,Nha Hang,741
489,Cháo Sườn Cô Giang - Khánh Hội,"65 Khánh Hội, P. 3, Quận 4, TP. HCM",07:30 - 22:00,15.000 - 20.000,7.3,7.0,7.0,7.0,7.7,7.7,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-khanh-hoi,TPHCM,An Vat Via He,472
490,Cháo Sườn Cô Giang - Lò Siêu,"212A Lò Siêu, P. 12, Quận 11, TP. HCM",07:30 - 22:00,15.000 - 20.000,,4.7,4.7,3.3,4.0,5.7,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-lo-sieu,TPHCM,An Vat Via He,813
491,Làng Nướng Nam Bộ - Hòa Bình,"49 Hòa Bình, Quận 11, TP. HCM",10:00 - 23:30,100.000 - 220.000,7.2,7.3,7.1,6.9,7.3,7.3,https://www.foody.vn/ho-chi-minh/lang-nuong-nam-bo-hoa-binh,TPHCM,Nha Hang,636
492,Lẩu Thái Đế Vương - Food House - Nguyễn Tri Phương,"230 Nguyễn Tri Phương, P. 4, Quận 10, TP. HCM",10:30 - 22:00,30.000 - 200.000,6.5,6.4,6.7,5.8,6.4,7.0,https://www.foody.vn/ho-chi-minh/lau-thai-de-vuong-food-house-nguyen-tri-phuong,TPHCM,Nha Hang,773
493,Cháo Sườn Cô Giang - Đường Số 4,"2 Đường Số 4, P. Trường Thọ, Tp. Thủ Đức, TP. HCM",06:50 - 22:00,15.000 - 20.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-duong-so-4,TPHCM,An Vat Via He,269
494,Cháo Sườn Cô Giang - Đường Số 9A,"120 Đường Số 9A, Xã Bình Hưng, Huyện Bình Chánh, TP. HCM",06:50 - 22:00,15.000 - 20.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-duong-so-9a,TPHCM,An Vat Via He,674
495,Kohaku Delivery - Phan Xích Long,"246 Phan Xích Long, P. 7, Quận Phú Nhuận, TP. HCM",09:00 - 22:00,17.000 - 767.000,7.5,7.6,7.2,7.6,7.5,7.8,https://www.foody.vn/ho-chi-minh/kohaku-delivery-phan-xich-long,TPHCM,Nha Hang,953
496,Làng Nướng Nam Bộ - Trần Quý Cáp,"36 Trần Quý Cáp, P. 11, Quận Bình Thạnh, TP. HCM",08:00 - 22:00,100.000 - 220.000,6.6,6.7,6.7,6.5,6.5,6.7,https://www.foody.vn/ho-chi-minh/lang-nuong-nam-bo-tran-quy-cap,TPHCM,Nha Hang,629
497,Cháo Sườn Cô Giang - Phùng Văn Cung,"32 Phùng Văn Cung, P. 7, Quận Phú Nhuận, TP. HCM",08:30 - 22:00,15.000 - 29.000,6.0,5.0,5.0,5.0,5.0,10.0,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-phung-van-cung,TPHCM,An Vat Via He,42
498,Cháo Sườn Cô Giang - Cô Giang,"185 Cô Giang, P. Cô Giang, Quận 1, TP. HCM",08:30 - 21:30,10.000 - 40.000,10.0,10.0,10.0,10.0,10.0,10.0,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-co-giang,TPHCM,An Vat Via He,1072
499,Cháo Sườn Cô Giang - Trần Thị Nơi,"164 Trần Thị Nơi, P. 4, Quận 8, TP. HCM",08:00 - 22:00,15.000 - 40.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-tran-thi-noi,TPHCM,An Vat Via He,981
500,Cháo Sườn Cô Giang - Cư Xá Đô Thành,"20 Đường Số 4, P. 4, Quận 3, TP. HCM",08:00 - 20:00,20.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/chao-suon-co-giang-cu-xa-do-thanh,TPHCM,An Vat Via He,779
501,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Nguyễn Thị Nghĩa","16 Nguyễn Thị Nghĩa, P. Bến Thành, Quận 1, TP. HCM",10:00 - 22:00,80.000 - 695.000,7.7,8.0,7.0,7.9,7.7,7.8,https://www.foody.vn/ho-chi-minh/al-frescos-nguyen-thi-nghia,TPHCM,Nha Hang,253
502,Kohaku Sushi - Vạn Hạnh Mall,"Vạn Hạnh Mall, 11 Sự Vạn Hạnh, P. 12, Quận 10, TP. HCM",09:00 - 22:00,17.000 - 767.000,7.3,7.4,7.1,7.5,7.2,7.3,https://www.foody.vn/ho-chi-minh/kohaku-sushi-van-hanh-mall,TPHCM,Nha Hang,1052
503,TKY Takoyaki - Nguyễn Văn Lạc,"20 Nguyễn Văn Lạc, P. 19, Quận Bình Thạnh, TP. HCM",14:45 - 22:00,18.000 - 45.000,7.3,7.9,7.9,7.7,6.0,6.9,https://www.foody.vn/ho-chi-minh/banh-bach-tuoc-takoyaki-ngo-tat-to,TPHCM,An Vat Via He,125
504,Tky Takoyaki - Xô Viết Nghệ Tĩnh,"550 Xô Viết Nghệ Tĩnh, P. 25, Quận Bình Thạnh, TP. HCM",17:00 - 22:00,15.000 - 45.000,7.4,7.8,7.8,8.4,6.1,6.8,https://www.foody.vn/ho-chi-minh/tky-takoyaki-xo-viet-nghe-tinh,TPHCM,An Vat Via He,46
505,TKY Takoyaki - Thích Quảng Đức,"78 Thích Quảng Đức, P. 5, Quận Phú Nhuận, TP. HCM",15:00 - 21:00,15.000 - 30.000,6.4,6.5,7.0,7.0,5.0,6.5,https://www.foody.vn/ho-chi-minh/tky-takoyaki-thich-quang-duc,TPHCM,An Vat Via He,1167
506,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Mạc Đĩnh Chi","31 Bis Mạc Đĩnh Chi, Quận 1, TP. HCM",10:00 - 22:00,80.000 - 695.000,7.4,7.8,6.7,7.5,7.4,7.5,https://www.foody.vn/ho-chi-minh/al-fresco-s-mac-dinh-chi,TPHCM,Nha Hang,753
507,TKY Takoyaki - Nguyễn Thượng Hiền,"153 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",13:00 - 22:00,25.000 - 60.000,10.0,10.0,10.0,10.0,10.0,10.0,https://www.foody.vn/ho-chi-minh/tky-takoyaki-nguyen-thuong-hien,TPHCM,An Vat Via He,1024
508,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Xuân Thủy","89 Xuân Thủy, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",11:00 - 21:15,80.000 - 695.000,7.3,7.6,6.7,7.1,7.7,7.5,https://www.foody.vn/ho-chi-minh/al-fresco-s-xuan-thuy,TPHCM,Nha Hang,144
509,Tàu Hủ Cóc - Hoa Sứ,"32 Hoa Sứ, P. 2, Quận Phú Nhuận, TP. HCM",15:30 - 22:00,15.000 - 20.000,7.2,7.7,7.1,7.1,6.6,7.4,https://www.foody.vn/ho-chi-minh/tau-hu-coc-hoa-su,TPHCM,An Vat Via He,984
510,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Nguyễn Đức Cảnh","105 Nguyễn Đức Cảnh, Khu Phố Parkview III9-2, P. Tân Phong, Quận 7, TP. HCM",11:00 - 21:30,80.000 - 695.000,7.1,7.6,6.3,7.2,7.4,7.3,https://www.foody.vn/ho-chi-minh/al-fresco-s-pizza-my-y-suon-steak-bo-bit-tet-nguyen-duc-canh,TPHCM,Nha Hang,563
511,Kobe Teppanyaki - Nhà Hàng Nhật,"13A Tú Xương, P. 7, Quận 3, TP. HCM",10:00 - 22:00,119.000 - 2.000.000,8.0,8.2,6.9,8.5,8.3,8.1,https://www.foody.vn/ho-chi-minh/kobe-nha-hang-nhat,TPHCM,Nha Hang,403
512,Tàu Hủ Cóc - Thống Nhất,"504 Thống Nhất, P. 16, Quận Gò Vấp, TP. HCM",11:00 - 22:00,10.000 - 41.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/tau-hu-coc-thong-nhat,TPHCM,An Vat Via He,1048
513,Bánh tráng Tây Ninh - 192 Nguyễn Trãi,"192/30C Nguyễn Trãi, P. 3, Quận 5, TP. HCM",09:00 - 22:00,10.000 - 15.000,8.5,8.9,9.1,8.3,7.1,9.1,https://www.foody.vn/ho-chi-minh/bau-sen-banh-trang-tay-ninh,TPHCM,An Vat Via He,539
514,Kobe Teppanyaki - Nhà Hàng Nhật - Tôn Đức Thắng,"23C Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,119.000 - 2.000.000,8.8,9.0,7.5,9.0,9.0,9.5,https://www.foody.vn/ho-chi-minh/kobe-teppanyaki-nha-hang-nhat-ton-duc-thang,TPHCM,Nha Hang,300
515,Bàu Sen - Bánh Tráng Tây Ninh - Ngô Quyền,"122 Ngô Quyền, Quận 10, TP. HCM",08:00 - 22:00,10.000 - 35.000,8.6,8.7,8.7,8.8,8.2,8.8,https://www.foody.vn/ho-chi-minh/bau-sen-banh-trang-tay-ninh-ngo-quyen,TPHCM,An Vat Via He,1122
516,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Cộng Hòa","111 Cộng Hòa, Quận Tân Bình, TP. HCM",10:00 - 22:00,80.000 - 695.000,7.5,7.9,6.7,7.4,7.6,7.7,https://www.foody.vn/ho-chi-minh/al-fresco-s-cong-hoa,TPHCM,Nha Hang,247
517,Lan Ốc - Rạch Bùng Binh,"103 Rạch Bùng Binh, P. 9, Quận 3, TP. HCM",16:00 - 23:55,30.000 - 100.000,7.3,7.7,7.9,6.9,6.4,7.6,https://www.foody.vn/ho-chi-minh/lan-oc-rach-bung-binh,TPHCM,An Vat Via He,146
518,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Phan Xích Long","199 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",10:00 - 22:00,80.000 - 695.000,7.2,7.6,6.4,7.3,7.4,7.4,https://www.foody.vn/ho-chi-minh/al-fresco-s-phan-xich-long,TPHCM,Nha Hang,734
519,Lan Ốc - Nguyễn Đình Chiểu,"430/18 Nguyễn Đinh Chiểu, P. 4, Quận 3, TP. HCM",15:00 - 23:59,30.000 - 100.000,6.6,7.5,7.7,6.0,5.8,6.2,https://www.foody.vn/ho-chi-minh/lan-oc-nguyen-dinh-chieu,TPHCM,An Vat Via He,510
520,Dì Mai - Nhà Hàng Việt Nam - Lê Thị Hồng Gấm,"136 - 138 Lê Thị Hồng Gấm, Quận 1, TP. HCM",11:00 - 20:30,50.000 - 300.000,8.3,8.5,7.6,8.4,8.7,8.4,https://www.foody.vn/ho-chi-minh/di-mai-nha-hang-viet-nam,TPHCM,Nha Hang,756
521,Dừa Tắc Cô Út - Xóm Chiếu,"113B Xóm Chiếu, P. 16, Quận 4, TP. HCM",07:00 - 23:59,10.000 - 20.000,9.1,9.0,9.3,9.1,9.0,9.2,https://www.foody.vn/ho-chi-minh/dua-tac-co-ut-xom-chieu,TPHCM,An Vat Via He,926
522,Dừa Tắc Cô Út - 115 Xóm Chiếu,"115 Xóm Chiếu, P. 16, Quận 4, TP. HCM",Đang mở cửa  00:01 - 23:59,10.000 - 20.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/dua-tac-co-ut-115-xom-chieu,TPHCM,An Vat Via He,957
523,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Vạn Hạnh Mall","Tầng 6,  10 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",10:00 - 22:00,80.000 - 695.000,7.2,7.3,6.2,7.5,7.5,7.2,https://www.foody.vn/ho-chi-minh/al-fresco-s-van-hanh-mall,TPHCM,Nha Hang,59
524,Dừa Tắc Cô Út - 113A Xóm Chiếu,"113A Xóm Chiếu, P. 16, Quận 4, TP. HCM",Đang mở cửa  00:01 - 23:59,10.000 - 20.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/dua-tac-co-ut-113a-xom-chieu,TPHCM,An Vat Via He,88
525,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Aeon Mall Tân Phú","Tầng 3,  T27 Tầng 3, Aeon Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",10:00 - 22:00,80.000 - 695.000,8.0,8.0,8.0,9.0,7.0,8.0,https://www.foody.vn/ho-chi-minh/al-fresco-s-aeon-mall-tan-phu,TPHCM,Nha Hang,935
526,Dì Mai - Nhà Hàng Việt Nam - Vincom Landmark 81,"L02-03, Vincom Landmark 81, 772 Điện Biên Phủ, P. 22, Quận Bình Thạnh, TP. HCM",10:00 - 22:00,50.000 - 300.000,7.7,7.9,7.1,7.2,8.2,8.1,https://www.foody.vn/ho-chi-minh/di-mai-nha-hang-viet-nam-landmark-81,TPHCM,Nha Hang,416
527,Xôi Chiên - Hẻm 50 Phùng Văn Cung,"50/22/4 Phùng Văn Cung, P. 7, Quận Phú Nhuận, TP. HCM",11:00 - 19:00,5.000 - 10.000,7.4,7.7,7.8,7.5,7.0,7.0,https://www.foody.vn/ho-chi-minh/xoi-chien-hem-50-phung-van-cung,TPHCM,An Vat Via He,276
528,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Aeon Mall Bình Tân","T1 Tầng 3, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM",10:00 - 22:00,80.000 - 695.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/al-fresco-s-pizza-my-y-suon-steak-bo-bit-tet-aeon-mall-binh-tan,TPHCM,Nha Hang,1044
529,Dì Mai - Nhà Hàng Việt Nam - Crescent Mall,"Tầng 3,  Tầng 3 ,Crescent Mall Phase 2, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",10:00 - 22:00,50.000 - 300.000,7.5,6.7,6.3,8.3,7.7,8.3,https://www.foody.vn/ho-chi-minh/di-mai-nha-hang-viet-nam-crescent-mall,TPHCM,Nha Hang,280
530,Xôi Chiên - Trần Khắc Chân,"13 Trần Khắc Chân, P. 15, Quận Phú Nhuận, TP. HCM",14:00 - 19:00,4.000 - 10.000,8.7,9.1,9.1,8.9,7.9,8.6,https://www.foody.vn/ho-chi-minh/xoi-chien-tran-khac-chan,TPHCM,An Vat Via He,294
531,Dì Mai Căn Tin - Nhà Hàng Việt Nam - Mplaza,"Tầng B1, 39 Lê Duẩn, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 21:00,50.000 - 300.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/di-mai-can-tin-nha-hang-viet-nam-mplaza,TPHCM,Nha Hang,658
532,TukTuk Thai Bistro - Lý Tự Trọng,"38 Lý Tự Trọng, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:30,100.000 - 300.000,7.4,7.8,6.6,7.4,7.6,7.8,https://www.foody.vn/ho-chi-minh/tuktuk-thai-bistro-ly-tu-trong,TPHCM,Nha Hang,995
533,Xôi Chiên - 23 Nguyễn Công Hoan,"23 Nguyễn Công Hoan, P. 7, Quận Phú Nhuận, TP. HCM",09:00 - 23:00,5.000 - 220.000,10.0,10.0,10.0,10.0,10.0,10.0,https://www.foody.vn/ho-chi-minh/xoi-chien-23-nguyen-cong-hoan,TPHCM,An Vat Via He,778
534,Hoàng Tâm - Món Ngon Miền Tây - Nguyễn Cảnh Chân,"TK 22/1 Nguyễn Cảnh Chân, P. Cầu Kho, Quận 1, TP. HCM",10:00 - 23:00,25.000 - 121.000,7.1,7.7,7.0,6.9,6.9,7.2,https://www.foody.vn/ho-chi-minh/hoang-tam,TPHCM,Nha Hang,622
535,Bánh Tráng Tỏi Ớt Cô Giang,"002 Lô A Chung Cư Trần Quang Diệu, P. 13, Quận 3, TP. HCM",11:00 - 21:00,10.000 - 20.000,,5.7,5.8,5.5,5.4,5.7,https://www.foody.vn/ho-chi-minh/banh-trang-toi-ot-co-giang,TPHCM,An Vat Via He,749
536,TukTuk Thai Bistro - Lý Tự Trọng,"38 Lý Tự Trọng, Quận 1, TP. HCM",11:00 - 23:00,50.000 - 250.000,7.6,7.9,6.7,7.7,7.8,7.9,https://www.foody.vn/ho-chi-minh/tuk-tuk-thai-bistro-ly-tu-trong,TPHCM,Nha Hang,995
537,Hoàng Tâm - Món Ngon Miền Tây - Vinhomes Central Park,"Park 1, Vinhomes Central Park, 208 Nguyễn Hữu Cảnh, P. 22, Quận Bình Thạnh, TP. HCM",09:00 - 22:00,25.000 - 150.000,7.0,7.2,7.0,7.0,6.7,7.0,https://www.foody.vn/ho-chi-minh/hoang-tam-mon-ngon-mien-tay-vinhomes-central-park,TPHCM,Nha Hang,508
538,Bánh Tráng Tỏi Ớt Cô Giang - Lạc Long Quân,"573 Lạc Long Quân, P. 10, Quận Tân Bình, TP. HCM",10:00 - 22:00,10.000 - 20.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/banh-trang-toi-ot-co-giang-lac-long-quan,TPHCM,An Vat Via He,1119
539,TukTuk Thai Bistro - Hoa Mai,"13 Hoa Mai, Quận Phú Nhuận, TP. HCM",10:00 - 22:00,100.000 - 300.000,7.5,7.9,6.6,7.5,7.8,7.8,https://www.foody.vn/ho-chi-minh/tuktuk-thai-bistro-hoa-mai,TPHCM,Nha Hang,639
540,Chả Cá Vàng Thơm - Chả Cá Chiên Ăn Liền - Phan Bội Châu,"35 Phan Bội Châu, P. 14, Quận Bình Thạnh, TP. HCM",07:00 - 20:00,10.000 - 100.000,8.7,9.2,8.7,8.7,8.4,8.5,https://www.foody.vn/ho-chi-minh/cha-ca-vang-thom-cha-ca-chien-an-lien-phan-boi-chau,TPHCM,An Vat Via He,931
541,Hoàng Tâm - Món Ngon Miền Tây - Phan Xích Long,"352 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",08:00 - 22:30,36.000 - 500.000,6.7,6.0,6.0,6.5,7.5,7.8,https://www.foody.vn/ho-chi-minh/hoang-tam-mon-ngon-mien-tay-phan-xich-long,TPHCM,Nha Hang,1197
542,Chả Cá Vàng Thơm - Chả Cá Chiên Ăn Liền - Đỗ Xuân Hợp,"487 Đỗ Xuân Hợp, P. Phước Long B, Tp. Thủ Đức, TP. HCM",07:30 - 14:00 | 15:30 - 20:00,10.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/cha-ca-vang-thom-cha-ca-chien-an-lien-do-xuan-hop,TPHCM,An Vat Via He,908
543,TukTuk Thai Bistro - Ngô Thời Nhiệm,"29 Ngô ThờI NhiệM, P. 6, Quận 3, TP. HCM",10:00 - 22:30,50.000 - 250.000,7.7,7.8,7.0,7.7,8.2,7.8,https://www.foody.vn/ho-chi-minh/tuktuk-thai-bistro-ngo-thoi-nhiem,TPHCM,Nha Hang,1001
544,Hoàng Tâm - Món Ngon Miền Tây - Phú Mỹ Hưng,"24 Lô C 15B Khu Star Hill, 24 Raymondienne, P. Tân Phú, Quận 7, TP. HCM",10:00 - 22:00,25.000 - 121.000,6.4,7.3,6.0,6.0,7.0,5.7,https://www.foody.vn/ho-chi-minh/hoang-tam-mon-ngon-mien-tay-phu-my-hung,TPHCM,Nha Hang,916
545,Chả Cá Vàng Thơm - Chả Cá Chiên Ăn Liền - Thảo Điền,"Shophouse 11, Khu Căn Hộ Q2 Thảo Điền, 21 Võ Trường Toản, P. An Phú, Tp. Thủ Đức, TP. HCM",09:00 - 21:00,12.000 - 385.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/cha-ca-vang-thom-cha-ca-chien-an-lien-thao-dien,TPHCM,An Vat Via He,655
546,Hoàng Tâm - Món Ngon Miền Tây - Song Hành,"47 Song Hành, P. An Phú, Tp. Thủ Đức, TP. HCM",10:00 - 22:00,40.000 - 300.000,8.6,9.0,8.0,9.0,9.0,8.0,https://www.foody.vn/ho-chi-minh/hoang-tam-mon-ngon-mien-tay-song-hanh,TPHCM,Nha Hang,219
547,Vitamin Bar I - Sinh Tố & Ăn Vặt,"174 Đặng Văn Ngữ, P.14, Quận Phú Nhuận, TP. HCM",08:00 - 23:00,12.000 - 25.000,6.5,6.5,7.2,5.7,6.0,6.9,https://www.foody.vn/ho-chi-minh/vitamin-bar-i,TPHCM,An Vat Via He,33
548,Buffet Hải Sản - Café Central An Đông - Khách Sạn Windsor Plaza,"Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM",11:30 - 14:30 | 18:00 - 22:00,449.000 - 853.000,7.2,7.2,6.4,7.3,7.6,7.4,https://www.foody.vn/ho-chi-minh/buffet-windsor-cafe-central-an-dong-windsor-plaza,TPHCM,Nha Hang,1025
549,Buffet Hải Sản - Café Central An Đông - Khách Sạn Windsor Plaza,"Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM",11:30 - 14:30 | 18:00 - 22:00,449.000 - 853.000,7.2,7.2,6.4,7.3,7.6,7.4,https://www.foody.vn/ho-chi-minh/buffet-windsor-cafe-central-an-dong-windsor-plaza,TPHCM,Sang Trong,1025
550,Buffet Hải Sản - Café Central An Đông - Khách Sạn Windsor Plaza,"Windsor Plaza, 18 An Dương Vương, Quận 5, TP. HCM",11:30 - 14:30 | 18:00 - 22:00,449.000 - 853.000,7.2,7.2,6.4,7.3,7.6,7.4,https://www.foody.vn/ho-chi-minh/buffet-windsor-cafe-central-an-dong-windsor-plaza,TPHCM,Nha Hang,1025
