,rest_name,rest_address,time_open,price,avg_score,quality_score,price_score,service_score,space_score,location_score,link,Location,Cate,rest_id
997,Mr. Bistek - Beefsteak Lê Thị Riêng,"11 - 13 Lê Thị Riêng, P. Bến Thành, Quận 1, TP. HCM",09:00 - 22:00,50.000 - 100.000,8.3,8.3,8.4,8.3,8.4,8.3,https://www.foody.vn/ho-chi-minh/mr-bistek,TPHCM,Nha Hang,23
998,Uraetei BBQ - Phổ Đình - Trần Quốc Thảo,"125A Trần Quốc Thảo, P. 7, Quận 3, TP. HCM",11:00 - 22:00,200.000 - 660.000,7.5,8.1,6.6,7.1,7.9,7.8,https://www.foody.vn/ho-chi-minh/uraetei-bbq-pho-dinh-tran-quoc-thao,TPHCM,Nha Hang,462
999,Mr. Bistek - Beefsteak Trần Bình Trọng,"115A Trần Bình Trọng, P. 2, Quận 5, TP. HCM",09:00 - 22:00,39.000 - 176.000,7.7,8.0,7.6,7.4,7.6,8.1,https://www.foody.vn/ho-chi-minh/mr-bistek-beefsteak-tran-binh-trong,TPHCM,Nha Hang,305
1000,Uraetei BBQ - Phổ Đình - Thảo Điền,"4 Thảo Điền, Tp. Thủ Đức, TP. HCM",11:00 - 22:00,200.000 - 400.000,7.7,8.2,6.9,7.3,8.3,7.9,https://www.foody.vn/ho-chi-minh/uraetei-bbq-pho-dinh-thao-dien,TPHCM,Nha Hang,772
1001,Veggie Saigon - Nhà Hàng Chay & Cafe - 283/45 Phạm Ngũ Lão,"283/45 Phạm Ngũ Lão, P. Phạm Ngũ Lão, Quận 1, TP. HCM",09:00 - 21:30,20.000 - 50.000,6.0,5.9,5.8,6.0,6.0,6.4,https://www.foody.vn/ho-chi-minh/veggie-saigon-nha-hang-chay-cafe-283-45-pham-ngu-lao,TPHCM,Nha Hang,170
1002,Uraetei BBQ - Phổ Đình - Trần Hưng Đạo,"543 - 545 - 547 Trần Hưng Đạo, P. Cầu Kho, Quận 1, TP. HCM",11:00 - 23:00,200.000 - 660.000,7.4,7.9,6.8,6.7,7.5,8.2,https://www.foody.vn/ho-chi-minh/uraetei-bbq-pho-dinh-tran-hung-dao,TPHCM,Nha Hang,879
1003,Veggie Saigon - Nhà Hàng Chay & Cafe - Tôn Thất Đạm,"74 Tôn Thất Đạm, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 20:00,20.000 - 50.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/veggie-saigon-nha-hang-chay-cafe-ton-that-dam,TPHCM,Nha Hang,241
1004,Veggie Saigon - Nhà Hàng Chay & Café - Đề Thám,"42 Đề Thám, P. Cầu Ông Lãnh, Quận 1, TP. HCM",08:30 - 18:30,15.000 - 50.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/veggie-saigon-nha-hang-chay-cafe-de-tham,TPHCM,Nha Hang,581
1005,Uraetei BBQ - Phổ Đình - 3 Tháng 2,"430 - 432 - 434 Đường 3 Tháng 2, P. 12, Quận 10, TP. HCM",11:00 - 23:00,30.000 - 650.000,7.6,8.3,7.0,7.2,7.7,7.7,https://www.foody.vn/ho-chi-minh/uraetei-bbq-pho-dinh-3-thang-2,TPHCM,Nha Hang,135
1006,Phố Nướng Tư Trì - Xô Viết Nghệ Tĩnh,"603 Xô Viết Nghệ Tĩnh, P. 26, Quận Bình Thạnh, TP. HCM",09:00 - 23:00,100.000 - 220.000,8.4,8.0,8.0,9.0,9.0,8.0,https://www.foody.vn/ho-chi-minh/tu-tri-xo-viet-nghe-tinh,TPHCM,Nha Hang,586
1007,Uraetei BBQ - Phổ Đình - Nguyễn Trãi,"965 - 967 -969 Nguyễn Trãi, P. 14, Quận 5, TP. HCM",11:00 - 22:00,30.000 - 650.000,8.2,8.4,7.2,8.6,8.6,8.1,https://www.foody.vn/ho-chi-minh/uraetei-bbq-pho-dinh-nguyen-trai,TPHCM,Nha Hang,197
1008,Phố Nướng Tư Trì - Bình Quới,"1121 Bình Qưới, P. 28, Quận Bình Thạnh, TP. HCM",09:00 - 23:00,100.000 - 220.000,7.3,7.6,7.2,6.8,7.9,6.9,https://www.foody.vn/ho-chi-minh/pho-nuong-tu-tri-binh-quoi,TPHCM,Nha Hang,858
1009,Uraetei BBQ - Phổ Đình - Nguyễn Hồng Đào,"166-168-170 Nguyễn Hồng Đào, P. 14, Quận Tân Bình, TP. HCM",11:00 - 23:00,200.000 - 660.000,7.9,8.2,7.3,7.2,8.3,8.6,https://www.foody.vn/ho-chi-minh/uraetei-bbq-pho-dinh-nguyen-hong-dao,TPHCM,Nha Hang,52
1010,Phố Nướng Tư Trì - Lê Văn Thọ,"499 Lê Văn Thọ, P. 9, Quận Gò Vấp, TP. HCM",09:00 - 23:00,100.000 - 220.000,7.3,7.8,7.1,6.3,7.0,8.1,https://www.foody.vn/ho-chi-minh/tu-tri-le-van-tho,TPHCM,Nha Hang,82
1011,Nhà Hàng Tân Hải Vân - Nguyễn Trãi,"158 - 164 Nguyễn Trãi, Quận 1, TP. HCM",06:00 - 23:00,50.000 - 330.000,7.4,7.6,7.0,7.0,7.4,7.8,https://www.foody.vn/ho-chi-minh/tan-hai-van,TPHCM,Nha Hang,921
1012,D'Maris - Buffet Cao Cấp - Parkson Cantavil,"Tầng 6,  Tầng 6 Parkson Cantavil, Xa Lộ Hà Nội, P. An Phú, Quận 2, TP. HCM",11:30 - 22:00,370.000 - 520.000,7.5,7.4,7.1,7.5,8.2,7.4,https://www.foody.vn/ho-chi-minh/d-maris-buffet-cao-cap,TPHCM,Buffet,140
1013,Nhà Hàng Tư Trì - Lẩu Dê & Hải Sản,"6 Khổng Tử, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",09:00 - 23:00,100.000 - 220.000,7.6,7.3,7.4,7.3,8.1,8.0,https://www.foody.vn/ho-chi-minh/tu-tri-khong-tu,TPHCM,Nha Hang,670
1014,Nhà Hàng Tân Hải Vân - Phan Văn Trị,"503 Phan Văn Trị, P. 5, Quận Gò Vấp, TP. HCM",08:00 - 20:00,50.000 - 330.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/nha-hang-tan-hai-van-phan-van-tri,TPHCM,Nha Hang,375
1015,D'Maris - Buffet Cao Cấp - Pico Lotte,"Tầng 5 Pico Plaza, 20 CộNg HòA, P. 12, Quận Tân Bình, TP. HCM",11:30 - 22:00,370.000 - 520.000,7.1,6.7,6.6,7.0,8.0,7.2,https://www.foody.vn/ho-chi-minh/d-maris-buffet-cao-cap-pico-lotte,TPHCM,Buffet,1026
1016,Phố Nướng Tư Trì - Nguyễn Súy,"206 Nguyễn Súy, P. Tân Qúy, Quận Tân Phú, TP. HCM",09:00 - 23:00,100.000 - 220.000,7.1,7.4,6.8,6.7,7.5,7.4,https://www.foody.vn/ho-chi-minh/tu-tri-nguyen-suy,TPHCM,Nha Hang,1109
1017,Bonjour Resto' - Beefsteak Nguyễn Trãi,"150/35 Nguyễn Trãi, P. Bến Thành, Quận 1, TP. HCM",09:00 - 22:00,100.000 - 200.000,7.0,7.6,7.0,6.8,6.8,7.1,https://www.foody.vn/ho-chi-minh/bonjour-resto-beefsteak-nguyen-trai,TPHCM,Nha Hang,189
1018,D'Maris - Buffet Cao Cấp - Lotte Mart Nam Sài Gòn,"Lầu 3 Lotte Mart Nam Sài Gòn, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",11:00 - 22:00,370.000 - 520.000,7.6,7.1,7.1,7.7,8.5,7.9,https://www.foody.vn/ho-chi-minh/d-maris-buffet-cao-cap-lotte-mart-nam-sai-gon,TPHCM,Buffet,618
1019,Phố Nướng Tư Trì - 357 Bình Quới,"357 Bình Quới, P. 28, Quận Bình Thạnh, TP. HCM",16:00 - 23:00,50.000 - 220.000,7.4,7.0,7.0,7.0,8.0,8.0,https://www.foody.vn/ho-chi-minh/tu-tri-357-binh-quoi,TPHCM,Nha Hang,520
1020,Bonjour Resto' - Beefsteak Nguyễn Huy Tưởng,"6/2 Nguyễn Huy Tưởng, P. 6, Quận Bình Thạnh, TP. HCM",10:00 - 14:00 | 17:00 - 20:00,100.000 - 200.000,6.9,7.3,6.5,6.7,7.2,6.7,https://www.foody.vn/ho-chi-minh/bonjour-resto-beefsteak-nguyen-huy-tuong,TPHCM,Nha Hang,287
