rest_name,rest_address,time_open,price,avg_score,quality_score,price_score,service_score,space_score,location_score,link
Three O'clock - Coffee & Tea - Lữ Gia,"36-36A Lữ Gia, P. 15, Quận 11, TP. HCM",07:00 - 20:45,24.000 - 48.000,,1.0,4.0,1.0,3.0,3.0,https://www.foody.vn/ho-chi-minh/three-o-clock-coffee-tea-lu-gia
Súp Cua Hạnh - Nguyễn Công Trứ,"381 Nguyễn Công Trứ, Quận 1, TP. HCM",06:00 - 22:00,12.000 - 22.000,,5.9,5.4,5.3,5.5,6.2,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-nguyen-cong-tru
Three O'clock - Coffee & Tea - Vạn Hạnh Mall,"Tầng 6-18A, Trung Tâm Thương Mại Vạn Hạnh, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",Đang mở cửa  00:01 - 23:59,25.000 - 50.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/three-o-clock-coffee-tea-van-hanh-mall
Súp Cua Hạnh - Phạm Văn Hai,"95 Phạm Văn Hai, Quận Tân Bình, TP. HCM",06:15 - 22:30,20.000 - 55.000,,5.7,5.0,5.2,5.6,6.1,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-pham-van-hai
Kichi Kichi Lẩu Băng Chuyền - Vincom Bà Triệu,"Tầng 5, Vincom Bà Triệu, 191 Bà Triệu, Quận Hai Bà Trưng, Hà Nội",10:00 - 22:00,149.000 - 220.000,8.0,8.1,7.7,7.9,7.9,8.4,https://www.foody.vn/ha-noi/lau-bang-chuyen-kichi-kichi-vincom-center
Súp Cua Hạnh - Hòa Bình,"84E Hòa Bình, Quận 11, TP. HCM",14:00 - 22:00,25.000 - 35.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-hoa-binh
Súp Cua Hạnh - Lê Đức Thọ,"Lê Đức Thọ, Quận Gò Vấp, TP. HCM",07:00 - 22:30,17.000 - 20.000,8.0,10.0,10.0,5.0,5.0,10.0,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-le-duc-tho
Súp Cua Hạnh - Phạm Viết Chánh,"144 Phạm Viết Chánh, Quận 1, TP. HCM",06:15 - 22:00,22.000 - 44.000,8.3,8.6,8.3,8.6,8.3,7.6,https://www.foody.vn/ho-chi-minh/sup-cua-hanh-pham-viet-chanh
Sushi Viên Ông Chủ Nhỏ - 78 Nguyễn Tiểu La,"78 NguyễN TiểU La, P. 5, Quận 10, TP. HCM",11:00 - 21:00,1.000 - 150.000,,5.8,6.2,6.1,5.6,6.1,https://www.foody.vn/ho-chi-minh/sushi-vien-ong-chu-nho-78-nguyen-tieu-la
Kichi Kichi Lẩu Băng Chuyền - BigC Thăng Long,"BigC Thăng Long, 222 Trần Duy Hưng, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",10:00 - 22:00,149.000 - 220.000,8.8,8.9,8.6,8.9,8.6,8.9,https://www.foody.vn/ha-noi/kichi-kichi-lau-bang-chuyen-bigc-thang-long
Yamamoto Mattcha Cafe Premium - Saigon Centre,"Tầng Hầm 2,  Tầng B2, Saigon Centre, 65 Lê Lợi, Quận 1, TP. HCM",09:00 - 22:00,50.000 - 100.000,7.7,8.2,7.2,7.7,7.4,7.9,https://www.foody.vn/ho-chi-minh/yamamoto-mattcha-cafe-premium-saigon-centre
Sushi Viên Ông Chủ Nhỏ - 70B Hậu Giang,"70B Hậu Giang, P. 6, Quận 6, TP. HCM",10:00 - 22:00,1.000 - 170.000,,4.3,5.3,4.6,5.0,5.6,https://www.foody.vn/ho-chi-minh/sushi-vien-ong-chu-nho-hau-giang
Kichi Kichi Lẩu Băng Chuyền - Tăng Bạt Hổ,"1A Tăng Bạt Hổ, Quận Hai Bà Trưng, Hà Nội",10:00 - 22:00,149.000 - 220.000,8.0,8.2,7.7,7.9,8.0,8.2,https://www.foody.vn/ha-noi/kichi-kichi-lau-bang-chuyen-tang-bat-ho
Yamamoto Mattcha Café - AEON Mall Tân Phú,"Tầng Trệt,  Tầng Trệt AEON Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",09:00 - 22:00,50.000 - 100.000,7.2,7.2,6.6,7.2,7.4,7.5,https://www.foody.vn/ho-chi-minh/yamamoto-mattcha-cafe-aeon-mall
Dimsum Homemade - Há Cảo Đặc Biệt - Trần Khắc Chân,"77 Trần Khắc Chân, Quận 1, TP. HCM",10:00 - 22:00,30.000 - 30.000,6.1,6.1,6.7,5.8,5.7,6.4,https://www.foody.vn/ho-chi-minh/dimsum-homemade-ha-cao-dac-biet-tran-khac-chan
Trà Sữa Yucha - Trần Huy Liệu,"71 Trần Huy Liệu, P. 12, Quận Phú Nhuận, TP. HCM",10:00 - 21:00,30.000 - 50.000,8.7,8.8,8.4,8.8,8.8,8.7,https://www.foody.vn/ho-chi-minh/tra-sua-yucha-tran-huy-lieu
Dimsum Homemade - Há Cảo Đặc Biệt - Shop Online - Phan Văn Trị,"739 Phan Văn Trị, P. 7, Quận Gò Vấp, TP. HCM",08:00 - 22:00,10.000 - 30.000,,2.7,4.1,3.4,3.9,4.1,https://www.foody.vn/ho-chi-minh/dimsum-homemade-ha-cao-dac-biet-shop-online-phan-van-tri
Trà Sữa Yucha - SC VivoCity,"A1-A2, Tầng 3, SC VivoCity, 1058 Nguyễn Văn Linh, P. Tân Phong, Quận 7, TP. HCM",10:00 - 21:00,30.000 - 70.000,9.5,9.6,9.6,9.5,9.5,9.5,https://www.foody.vn/ho-chi-minh/tra-sua-yucha-sc-vivocity
Kichi Kichi Lẩu Băng Chuyền - Phạm Ngọc Thạch,"101-B1 Phạm Ngọc Thạch, Quận Đống Đa, Hà Nội",10:00 - 22:00,149.000 - 220.000,7.9,8.0,7.6,7.9,7.5,8.3,https://www.foody.vn/ha-noi/kichi-kichi-lau-bang-chuyen-pham-ngoc-thach
Dimsum Homemade - Há Cảo Đặc Biệt - Nguyễn Gia Trí,"29/12 Nguyễn Gia Trí, P. 25, Quận Bình Thạnh, TP. HCM",10:00 - 22:00,30.000 - 30.000,7.8,7.4,7.5,8.5,7.6,8.0,https://www.foody.vn/ho-chi-minh/dimsum-homemade-ha-cao-dac-biet-nguyen-gia-tri
Trà Sữa Yucha - Lý Tự Trọng,"Tầng 3,  241 Lý Tự Trọng, P. Bến Thành, Quận 1, TP. HCM",10:00 - 21:00,30.000 - 70.000,9.7,9.7,9.7,9.6,9.6,9.6,https://www.foody.vn/ho-chi-minh/tra-sua-yucha-ly-tu-trong
Kichi Kichi Lẩu Băng Chuyền - Trần Thái Tông,"105D5C Trần Thái Tông, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",10:00 - 22:00,149.000 - 220.000,8.2,8.2,7.9,8.1,8.2,8.5,https://www.foody.vn/ha-noi/kichi-kichi-lau-bang-chuyen-tran-thai-tong
Kem Bơ - Trái Cây Tô 251 - Tô Hiến Thành,"163/19 Tô Hiến Thành, P. 13, Quận 10, TP. HCM",00:01 - 01:00 | 08:30 - 23:59,10.000 - 25.000,7.1,7.2,7.2,7.1,7.1,7.2,https://www.foody.vn/ho-chi-minh/kem-bo-trai-cay-to-251
Kichi Kichi Lẩu Băng Chuyền - Thành Công,"12C H1 TT Thành Công, Láng Hạ, Quận Ba Đình, Hà Nội",10:00 - 22:00,149.000 - 220.000,8.7,8.8,8.5,8.8,8.5,9.0,https://www.foody.vn/ha-noi/kichi-kichi-lau-bang-chuyen-thanh-cong
Dimsum Homemade - Há Cảo Ngũ Sắc - Nguyễn Thị Nhỏ,"164C Nguyễn Thị Nhỏ, P. 15, Quận 11, TP. HCM",11:00 - 22:00,30.000 - 30.000,6.3,6.5,6.5,6.5,5.8,6.3,https://www.foody.vn/ho-chi-minh/dimsum-homemade-ha-cao-ngu-sac-nguyen-thi-nho
Dimsum Homemade - Há Cảo Đặc Biệt - Hồ Bá Kiện,"164 Hồ Bá Kiện, P. 15, Quận 10, TP. HCM",07:00 - 22:00,5.000 - 200.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/dimsum-homemade-ha-cao-dac-biet-ho-ba-kien
Kem Bơ - Trái Cây Tô 251 - Nguyễn Thị Minh Khai,"18A Nguyễn Thị Minh Khai, P. Đa Kao, Quận 1, TP. HCM",Đang mở cửa  00:01 - 02:30 | 07:00 - 23:59,10.000 - 25.000,7.5,7.2,8.0,7.2,7.6,7.4,https://www.foody.vn/ho-chi-minh/kem-bo-trai-cay-to-an-vat-nguyen-thi-minh-khai
Kichi Kichi Lẩu Băng Chuyền - Royal City,"Tầng Hầm 2,  B2 Royal City, 72A Nguyễn Trãi, Quận Thanh Xuân, Hà Nội",10:00 - 22:00,149.000 - 241.000,8.2,8.4,8.0,8.4,8.2,8.2,https://www.foody.vn/ha-noi/kichi-kichi-lau-bang-chuyen-royal-city
Ăn Vặt - Há Cảo Hong Kong - Vạn Kiếp,"159 Vạn Kiếp, P. 3, Quận Bình Thạnh, TP. HCM",15:30 - 22:00,20.000 - 50.000,7.6,7.8,7.9,7.7,6.8,7.6,https://www.foody.vn/ho-chi-minh/an-vat-ha-cao-hong-kong-van-kiep
Kem Bơ - Trái Cây Tô 251 - Nguyễn Tuân,"12 Nguyễn Tuân, Phường 3, Quận Gò Vấp, TP. HCM",09:00 - 21:00,10.000 - 25.000,,5.0,5.0,7.0,6.5,6.0,https://www.foody.vn/ho-chi-minh/kem-bo-trai-cay-to-251-nguyen-tuan
Kichi Kichi Lẩu Băng Chuyền - AEON Mall Long Biên,"Tầng 3, AEON Mall Long Biên, 27 Cổ Linh, Quận Long Biên, Hà Nội",10:00 - 22:00,149.000 - 220.000,7.5,7.4,7.0,7.8,7.8,7.7,https://www.foody.vn/ha-noi/kichi-kichi-lau-bang-chuyen-aeon-mall-long-bien
Ăn Vặt - Há Cảo Hong Kong - Tôn Đản,"112 Tôn Đản, Quận 4, TP. HCM",16:00 - 22:00,10.000 - 30.000,8.5,9.0,8.7,9.0,7.9,7.9,https://www.foody.vn/ho-chi-minh/an-vat-ha-cao-hong-kong-ton-dan
Kem Bơ - Trái Cây Tô 251 - Đường Số 5,"31 Đường Số 5, P. Bình An, Tp. Thủ Đức, TP. HCM",Đang mở cửa  00:01 - 02:30 | 08:00 - 23:59,10.000 - 25.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/kem-bo-trai-cay-to-251-duong-so-5
Kichi Kichi Lẩu Băng Chuyền - Vincom Center Nguyễn Chí Thanh,"Tầng 5, Vincom Center Nguyễn Chí Thanh, 54A Nguyễn Chí Thanh, P. Láng Thượng, Quận Đống Đa, Hà Nội",08:00 - 22:00,149.000 - 220.000,8.6,8.7,8.4,8.6,8.5,8.7,https://www.foody.vn/ha-noi/kichi-kichi-lau-bang-chuyen-vincom-center-nguyen-chi-thanh
Há Cảo Hồng Kông - Ung Văn Khiêm,"33 Ung Văn Khiêm, Quận Bình Thạnh, TP. HCM",16:00 - 22:00,20.000 - 50.000,7.1,7.5,7.5,7.0,6.5,7.0,https://www.foody.vn/ho-chi-minh/ha-cao-hong-kong-ung-van-khiem
Kem Bơ - Trái Cây Tô 251 - Tôn Thất Thuyết,"154 Tôn Thất Thuyết, P. 15, Quận 4, TP. HCM",09:00 - 21:00,10.000 - 25.000,,1.5,3.0,3.0,3.0,3.0,https://www.foody.vn/ho-chi-minh/kem-bo-trai-cay-to-251-ton-that-thuyet
Kichi Kichi Lẩu Băng Chuyền - Times City,"Tầng B1, Times City, 458 Minh Khai, Quận Hai Bà Trưng, Hà Nội",10:00 - 22:00,149.000 - 220.000,8.9,8.9,8.8,9.1,8.9,8.9,https://www.foody.vn/ha-noi/kichi-kichi-lau-bang-chuyen-times-city
Kem Bơ - Trái Cây Tô 251 - Đặng Nguyên Cẩn,"66E Đặng Nguyên Cẩn, P. 14, Quận 6, TP. HCM",Đang mở cửa  00:01 - 02:30 | 08:00 - 23:59,10.000 - 40.000,,3.6,3.6,4.4,4.4,4.4,https://www.foody.vn/ho-chi-minh/kem-bo-trai-cay-to-251-dang-nguyen-can
Kichi Kichi Lẩu Băng Chuyền - Mipec Long Biên,"Tầng 5,  Tầng 5, Mipec Long Biên, 2 Long Biên 2, Quận Long Biên, Hà Nội",10:00 - 22:00,50.000 - 250.000,8.7,8.8,8.4,8.9,8.8,8.8,https://www.foody.vn/ha-noi/kichi-kichi-lau-bang-chuyen-mipec-long-bien
Súp Cua Cô Bông - Chợ Thiếc,"166 Phó Cơ Điều, Quận 11, TP. HCM",13:45 - 19:00,15.000 - 20.000,7.5,8.4,7.8,7.4,6.7,7.2,https://www.foody.vn/ho-chi-minh/sup-cua-cho-thiec
Kem Bơ - Trái Cây Tô 251 - Xô Viết Nghệ Tĩnh,"549/48 Xô Viết Nghệ Tĩnh, P. 26, Quận Bình Thạnh, TP. HCM",Đang mở cửa  00:01 - 02:30 | 08:00 - 23:59,10.000 - 40.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/kem-bo-trai-cay-to-251-xo-viet-nghe-tinh
Kichi Kichi Lẩu Băng Chuyền - Lạc Long Quân,"Chung Cư WaterMark, 395 Lạc Long Quân, Quận Tây Hồ, Hà Nội",10:00 - 22:00,149.000 - 220.000,9.1,9.3,9.1,9.0,9.0,9.3,https://www.foody.vn/ha-noi/kichi-kichi-lau-bang-chuyen-lac-long-quan
Súp Cua Cô Bông - Chợ Thiếc 2,"Đối Diện 480 Tân Phước, P. 6, Quận 11, TP. HCM",07:30 - 12:00,Đang cập nhật,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/sup-cua-co-bong-cho-thiec-2
Kem Bơ - Trái Cây Tô 251 - Đồng Xoài,"4D Đồng Xoài, P. 13, Quận Tân Bình, TP. HCM",Đang mở cửa  00:01 - 02:30 | 08:00 - 23:59,10.000 - 40.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/kem-bo-trai-cay-to-251-dong-xoai
Zhen Food - Trà Sữa & Cá Viên Chiên - Trường Chinh,"A1 - 19 Chung Cư Cách Mạng Tháng 8, 162S Trường Chinh, P. 12, Quận Tân Bình, TP. HCM",16:00 - 22:00,5.000 - 169.000,9.3,9.4,9.4,9.3,9.2,9.3,https://www.foody.vn/ho-chi-minh/zhen-food-tra-sua-ca-vien-chien-truong-chinh
Kem Bơ - Trái Cây Tô 251 - Vườn Lài,"221/2D Vườn Lài, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",Đang mở cửa  00:01 - 02:30 | 08:00 - 23:59,10.000 - 40.000,9.6,10.0,10.0,10.0,8.0,10.0,https://www.foody.vn/ho-chi-minh/kem-bo-trai-cay-to-251-vuon-lai
The Pizza Company - Cầu Giấy,"333 Cầu Giấy, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",10:00 - 22:00,50.000 - 220.000,7.3,7.6,6.6,7.3,7.6,7.4,https://www.foody.vn/ha-noi/the-pizza-company
Zhen Food - Trà Sữa & Cá Viên Chiên - Lê Đức Thọ,"42 Lê Đức Thọ, P. 7, Quận Gò Vấp, TP. HCM",14:00 - 21:45,5.000 - 169.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/zhen-food-tra-sua-ca-vien-chien-le-duc-tho
Kem Bơ - Trái Cây Tô 251 - Hoa Đào,"92 Hoa Đào, P. 2, Quận Phú Nhuận, TP. HCM",Đang mở cửa  00:01 - 02:30 | 08:00 - 23:59,10.000 - 25.000,8.0,10.0,10.0,10.0,5.0,5.0,https://www.foody.vn/ho-chi-minh/kem-bo-trai-cay-to-251-hoa-dao
Kem Bơ - Trái Cây Tô 251 - Thống Nhất,"405/53 ThốNg NhấT, P. 11, Quận Gò Vấp, TP. HCM",08:00 - 23:59,10.000 - 25.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/kem-bo-trai-cay-to-251-thong-nhat
Bánh Xèo Tôm Nhảy Thanh Diệu - Ung Văn Khiêm,"80 Ung Văn Khiêm, P. 25, Quận Bình Thạnh, TP. HCM",10:30 - 21:00,16.000 - 22.000,6.2,6.3,6.0,5.7,6.2,6.7,https://www.foody.vn/ho-chi-minh/banh-xeo-tom-nhay-thanh-dieu-ung-van-khiem
The Pizza Company - Royal City,"Tầng Hầm 2,  B2, R3-14 Royal City, 72A Nguyễn Trãi, Quận Thanh Xuân, Hà Nội",10:00 - 22:00,100.000 - 220.000,7.7,7.9,7.2,7.7,8.1,7.7,https://www.foody.vn/ha-noi/the-pizza-company-royal-city
Kem Bơ - Trái Cây Tô 251 - Cao Đạt,"274 Cao Đạt, P. 1, Quận 5, TP. HCM",08:00 - 23:59,10.000 - 25.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/kem-bo-trai-cay-to-251-cao-dat
Young Coffee & Tea - Hồng Lĩnh,"Y12 Hồng Lĩnh, P. 15, Quận 10, TP. HCM",09:00 - 22:00,21.000 - 39.000,8.0,8.1,8.4,8.0,7.6,8.1,https://www.foody.vn/ho-chi-minh/young-coffee-tea-hong-linh
Bánh Xèo Tôm Nhảy Thanh Diệu - Nguyễn Thị Nhỏ,"164 Nguyễn Thị Nhỏ, P. 15, Quận 11, TP. HCM",14:30 - 22:15,20.000 - 30.000,,6.1,5.7,5.6,5.3,6.1,https://www.foody.vn/ho-chi-minh/banh-xeo-tom-nhay-thanh-dieu-nguyen-thi-nho
The Pizza Company - Đoàn Trần Nghiệp,"30 Đoàn Trần Nghiệp, P. Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",10:00 - 22:00,50.000 - 220.000,6.7,6.4,6.1,6.7,7.0,7.3,https://www.foody.vn/ha-noi/the-pizza-company-doan-tran-nghiep
Bánh Xèo Tôm Nhảy Thanh Diệu - Trường Sơn,"33 Trường Sơn, P. 15, Quận 10, TP. HCM",10:00 - 22:00,30.000 - 38.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/banh-xeo-tom-nhay-thanh-dieu-truong-son
Young Coffee & Tea - Vĩnh Viễn,"152/12 Vĩnh Viễn, P. 9, Quận 10, TP. HCM",09:00 - 22:00,21.000 - 39.000,7.8,7.7,8.1,7.7,7.5,7.8,https://www.foody.vn/ho-chi-minh/young-coffee-tea-vinh-vien
Young Coffee & Tea - Lê Đức Thọ,"1267/22 Lê Đức Thọ, P. 13, Quận Gò Vấp, TP. HCM",09:00 - 22:00,21.000 - 39.000,8.6,8.6,9.1,8.6,8.8,8.0,https://www.foody.vn/ho-chi-minh/young-coffee-tea-le-duc-tho
The Pizza Company - Xuân Diệu,"31 Xuân Diệu, P. Quảng An, Quận Tây Hồ, Hà Nội",10:00 - 22:00,50.000 - 220.000,6.9,6.5,7.0,5.8,7.7,7.6,https://www.foody.vn/ha-noi/the-pizza-company-xuan-dieu
Hanoi Ngon - Nem Chua Rán Ăn Vặt Chuẩn Hà Nội - Lê Văn Sỹ,"Cổng Chợ Nguyễn Văn Trỗi, Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",17:00 - 23:00,15.000 - 30.000,6.8,7.2,6.7,6.9,6.5,6.7,https://www.foody.vn/ho-chi-minh/hanoi-ngon-nem-chua-ran-an-vat-chuan-ha-noi-le-van-sy
Hanoi Ngon - Nem Chua Rán Ăn Vặt Chuẩn Hà Nội - Huỳnh Thúc Kháng,"1 Huỳnh Thúc Kháng, P. Bến Nghé, Quận 1, TP. HCM",17:00 - 23:00,30.000 - 59.000,6.9,7.5,7.0,6.8,6.4,7.2,https://www.foody.vn/ho-chi-minh/hanoi-ngon-nem-chua-ran-an-vat-chuan-ha-noi-huynh-thuc-khang
The Pizza Company - Vincom Bắc Từ Liêm,"Tầng Hầm B1, Lô B1-20 Vincom Plaza, 234 Phạm Văn Đồng, P. Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",09:30 - 22:00,50.000 - 220.000,,5.2,4.4,5.8,5.3,5.4,https://www.foody.vn/ha-noi/the-pizza-company-vincom-bac-tu-liem
Nhà Sách Cá Chép - Võ Văn Tần,"211 - 213 Võ Văn TầN, Quận 3, TP. HCM",08:00 - 09:00,20.000 - 39.000,7.1,6.9,6.7,6.3,8.0,7.5,https://www.foody.vn/ho-chi-minh/cafe-nha-sach-ca-chep
Hanoi Ngon - Nem Chua Rán Ăn Vặt Chuẩn Hà Nội - Sư Vạn Hạnh,"Vỉa Hè 816 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",17:30 - 22:00,30.000 - 59.000,6.5,6.3,6.7,6.4,6.2,7.0,https://www.foody.vn/ho-chi-minh/hanoi-ngon-nem-chua-ran-an-vat-chuan-ha-noi-su-van-hanh
Nhà Sách Cá Chép - Nguyễn Thị Minh Khai,"223 Nguyễn Thị Minh Khai, P. Nguyễn Cư Trinh, Quận 1, TP. HCM",07:00 - 22:00,50.000 - 300.000,7.1,6.8,6.7,6.3,7.8,7.9,https://www.foody.vn/ho-chi-minh/nha-sach-ca-chep-nguyen-thi-minh-khai
The Pizza Company - AEON Mall Long Biên,"Tầng 3, AEON Mall Long Biên, 27 Cổ Linh, P. Long Biên, Quận Long Biên, Hà Nội",10:00 - 22:00,100.000 - 300.000,6.9,7.0,6.8,6.8,6.6,7.1,https://www.foody.vn/ha-noi/the-pizza-company-aeon-mall-long-bien
Hanoi Ngon - Nem Chua Rán Ăn Vặt Chuẩn Hà Nội - Tô Hiến Thành,"243/7 Tô Hiến Thành, P. 13, Quận 10, TP. HCM",11:00 - 22:00,30.000 - 59.000,7.1,7.4,6.9,7.0,7.1,7.3,https://www.foody.vn/ho-chi-minh/hanoi-ngon-nem-chua-ran-an-vat-chuan-ha-noi-to-hien-thanh
The Pizza Company - Vincom Times City,"Tầng Hầm 1,  Hầm B1, Gian Hàng Số 5 Vincom Times City, 458 Minh Khai, P. Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",09:30 - 22:00,36.000 - 449.000,7.6,7.9,7.7,6.8,7.8,7.9,https://www.foody.vn/ha-noi/the-pizza-company-vincom-times-city
Kem Que Eat Me - Huỳnh Thúc Kháng,"1 Huỳnh Thúc Kháng, Quận 1, TP. HCM",18:00 - 22:00,29.000 - 29.000,6.3,6.0,5.8,6.8,6.0,7.1,https://www.foody.vn/ho-chi-minh/kem-que-eat-me-huynh-thuc-khang
Hanoi Ngon - Nem Chua Rán Ăn Vặt Chuẩn Hà Nội - Nguyễn Gia Trí,"69/1/2 Nguyễn Gia Trí (Đường D2), Quận Bình Thạnh, TP. HCM",15:30 - 22:00,15.000 - 350.000,7.0,7.2,6.8,6.8,6.9,7.3,https://www.foody.vn/ho-chi-minh/hanoi-ngon-nem-chua-ran-an-vat-chuan-ha-noi-nguyen-gia-tri
The Pizza Company - Vincom Trần Duy Hưng,"Tầng 4,  Tầng 4 Vincom Trần Duy Hưng, 119 Trần Duy Hưng, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",10:00 - 22:00,36.000 - 449.000,,5.8,5.8,5.2,6.0,6.0,https://www.foody.vn/ha-noi/the-pizza-company-vincom-tran-duy-hung
Hanoi Ngon - Nem Chua Rán Ăn Vặt Chuẩn Hà Nội - Trần Thủ Độ,"239 Trần Thủ Độ, P. Phú Thạnh, Quận Tân Phú, TP. HCM",15:00 - 22:00,30.000 - 59.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/hanoi-ngon-nem-chua-ran-an-vat-chuan-ha-noi-tran-thu-do
The Pizza Company - Aeon Mall Hà Đông,"Tầng 2 Gian Hàng 271-272 Aeon Mall Hà Đông, P. Dương Nội, Quận Hà Đông, Hà Nội",09:30 - 22:00,50.000 - 220.000,9.8,10.0,9.0,10.0,10.0,10.0,https://www.foody.vn/ha-noi/the-pizza-company-aeon-mall-ha-dong
Kem Que Eat Me - Nguyễn Huệ,"70D NguyễN Huệ, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 23:00,33.000 - 33.000,6.8,6.4,5.7,7.3,6.8,7.8,https://www.foody.vn/ho-chi-minh/kem-que-eat-me-nguyen-hue
Hanoi Ngon - Nem Chua Rán Ăn Vặt Chuẩn Hà Nội - Tháp Mười,"126 Tháp Mười, P. 2, Quận 6, TP. HCM",06:00 - 10:00 | 14:00 - 22:00,30.000 - 59.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/hanoi-ngon-nem-chua-ran-an-vat-chuan-ha-noi-ho-bieu-chanh
The Pizza Company - Nguyễn Cơ Thạch,"24 Nguyễn Cơ Thạch, P. Mỹ Đình, Quận Nam Từ Liêm, Hà Nội",10:00 - 21:30,50.000 - 220.000,7.1,7.0,7.5,7.0,7.0,7.0,https://www.foody.vn/ha-noi/the-pizza-company-nguyen-co-thach
Kem Que Eat Me - Ngô Đức Kế,"44 Ngô Đức Kế, Quận 1, TP. HCM",18:00 - 22:00,33.000 - 40.000,8.0,8.0,8.0,8.0,8.0,8.0,https://www.foody.vn/ho-chi-minh/kem-que-eat-me-ngo-duc-ke
Hanoi Ngon - Nem Chua Rán Ăn Vặt Chuẩn Hà Nội - Tạ Quang Bửu,"795B Tạ Quang Bửu, P. 5, Quận 8, TP. HCM",16:00 - 22:00,30.000 - 59.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/hanoi-ngon-nem-chua-ran-an-vat-chuan-ha-noi-ta-quang-buu
The Pizza Company - Linh Đàm,"3 Dãy A, Lô TT3, KĐT Mới Tây Nam Hồ Linh Đàm, Quận Hoàng Mai, Hà Nội",10:00 - 22:00,50.000 - 220.000,7.3,5.0,8.5,6.0,7.5,9.5,https://www.foody.vn/ha-noi/the-pizza-company-linh-dam
Hanoi Ngon - Nem Chua Rán Ăn Vặt Chuẩn Hà Nội - Văn Thân,"165/4 Văn Thân, P. 8, Quận 6, TP. HCM",15:00 - 22:10,30.000 - 59.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/hanoi-ngon-nem-chua-ran-an-vat-chuan-ha-noi-van-than
The Pizza Company - Nguyễn Văn Lộc,"BT-2C(16B-4) - 16, Khu Đô Thị Mỗ Lao, P. Mộ Lao, Quận Hà Đông, Hà Nội",10:00 - 22:00,22.000 - 669.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/the-pizza-company-nguyen-van-loc
Hanoi Ngon - Nem Chua Rán Ăn Vặt Chuẩn Hà Nội - Nguyễn Văn Khối,"118 Nguyễn Văn Khối, P. 9, Quận Gò Vấp, TP. HCM",10:00 - 22:00,30.000 - 50.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/hanoi-ngon-nem-chua-ran-an-vat-chuan-ha-noi-nguyen-van-khoi
Kem BUD'S - Pandora City,"Tầng 4 Pandora City, 1/1 Trường Chinh, P. Tây Thạnh, Quận Tân Phú, TP. HCM",06:30 - 23:00,40.000 - 88.000,7.3,8.3,5.9,7.3,7.3,7.7,https://www.foody.vn/ho-chi-minh/kem-bud-s-pandora-city
Hanoi Ngon - Nem Chua Rán Ăn Vặt Chuẩn Hà Nội - Lê Trung Nghĩa,"1 Lê Trung Nghĩa, P. 12, Quận Tân Bình, TP. HCM",10:00 - 22:00,30.000 - 59.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/hanoi-ngon-nem-chua-ran-an-vat-chuan-ha-noi-le-trung-nghia
Kem BUD'S - Parkson CT Plaza,"Tầng Hầm 1,  Tầng Hầm Parkson CT Plaza, 60A Trường Sơn, P. 2, Quận Tân Bình, TP. HCM",10:00 - 21:00,40.000 - 88.000,7.3,8.7,5.7,7.3,6.7,8.0,https://www.foody.vn/ho-chi-minh/kem-bud-s-parkson-ct-plaza
Yu Tang - Chùa Láng,"32 Chùa Láng, P. Láng Thượng, Quận Đống Đa, Hà Nội",09:00 - 23:00,20.000 - 60.000,7.9,8.0,7.2,8.0,8.4,8.1,https://www.foody.vn/ha-noi/yu-tang
