rest_name,rest_address,time_open,price,avg_score,quality_score,price_score,service_score,space_score,location_score,link
Gà Rán Popeyes - Lê Đức Thọ,"121 Lê ĐứC Thọ, Quận Gò Vấp, TP. HCM",09:30 - 21:00,40.000 - 88.000,6.3,6.4,6.1,6.0,6.7,6.4,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-le-duc-tho
Sushi Now - Lê Văn Sỹ,"333/12/9 Lê Văn Sỹ, P. 1, Quận Tân Bình, TP. HCM",10:30 - 22:00,15.000 - 400.000,7.8,7.9,7.9,8.5,7.4,7.6,https://www.foody.vn/ho-chi-minh/sushi-now-le-van-sy
Sushi Now - Đinh Tiên Hoàng,"141 Đinh Tiên Hoàng, P. Đakao, Quận 1, TP. HCM",09:30 - 13:30 | 16:30 - 21:30,30.000 - 80.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/sushi-now-dinh-tien-hoang
Kem Dairy Queen - AEON Mall Long Biên,"Tầng 2, AEON Mall Long Biên, 27 Cổ Linh, Quận Long Biên, Hà Nội",09:00 - 22:00,50.000 - 100.000,7.2,7.6,6.7,7.2,7.0,7.6,https://www.foody.vn/ha-noi/dairy-queen-aeon-mall-long-bien
Làm Tí - Food & Beer,"436 Trường Sa, P. 2, Quận Phú Nhuận, TP. HCM",16:00 - 23:00,50.000 - 200.000,7.6,8.0,7.3,7.3,7.5,7.7,https://www.foody.vn/ho-chi-minh/lam-ti-food-beer
Kem Dairy Queen - Vincom Phạm Ngọc Thạch,"Tầng 5, TTTM Vincom Center, 2 Phạm Ngọc Thạch, P. Quang Trung, Quận Đống Đa, Hà Nội",09:00 - 22:00,9.000 - 58.000,7.6,7.9,7.2,7.9,7.3,7.7,https://www.foody.vn/ha-noi/dairy-queen-vincom-pham-ngoc-thach
Làm Tí - Food & Beer - Điện Biên Phủ,"N3 Điện Biên Phủ, P. 25, Quận Bình Thạnh, TP. HCM",16:00 - 23:00,50.000 - 200.000,7.5,7.5,7.3,6.8,8.4,7.5,https://www.foody.vn/ho-chi-minh/lam-ti-food-beer-dien-bien-phu
Hotpot Story AEON Mall Tân Phú,"Tầng 3,  Lô T49, Tầng 3, AEON Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",10:00 - 21:30,50.000 - 300.000,7.2,7.5,6.9,7.2,7.3,7.2,https://www.foody.vn/ho-chi-minh/hotpot-story-aeon-mall-tan-phu
Kem Dairy Queen - Royal City,"Tầng Hầm 2,  Tầng Hầm B2, Royal City, 72A Nguyễn Trãi, P. Thượng Đình, Quận Thanh Xuân, Hà Nội",09:00 - 21:30,50.000 - 100.000,7.5,7.9,6.4,7.9,7.7,7.6,https://www.foody.vn/ha-noi/dairy-queen-royal-city
Làm Tí - Food & Beer - Đường 3 Tháng 2,"504 Đường 3 Tháng 2, P. 14, Quận 10, TP. HCM",15:30 - 23:30,300.000 - 500.000,8.6,8.7,8.4,8.6,8.7,8.6,https://www.foody.vn/ho-chi-minh/lam-ti-food-beer-duong-3-thang-2
Hotpot Story SC VivoCity,"Tầng 4,  Lô 04 - 05A, Tầng 4, SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",10:00 - 21:30,50.000 - 300.000,7.1,7.1,6.8,7.2,6.8,7.4,https://www.foody.vn/ho-chi-minh/hotpot-story-vivocity
Kem Dairy Queen - BigC Savico Long Biên,"Tầng Hầm 1,  Tầng Hầm B1, BigC Savico Long Biên, 7 - 9 Nguyễn Văn Linh, P. Gia Thụy, Quận Long Biên, Hà Nội",09:00 - 22:00,50.000 - 100.000,,4.5,4.5,5.5,4.5,4.5,https://www.foody.vn/ha-noi/dairy-queen-bigc-savico-long-bien
Bula Bento - Cơm Trưa & Ăn Tối - Đường D5,"147 Đường D5, P. 25, Quận Bình Thạnh, TP. HCM",08:00 - 21:00,50.000 - 100.000,7.4,7.4,7.6,7.4,7.0,7.7,https://www.foody.vn/ho-chi-minh/bula-bento-com-trua-an-toi-hoa-su
Kem Dairy Queen - Mipec Tower,"Tầng 1,  Tầng 1, Mipec Tower, 229 Tây Sơn, P. Ngã Tư Sở, Quận Đống Đa, Hà Nội",09:00 - 22:00,20.000 - 80.000,7.5,8.3,7.4,8.1,6.9,7.0,https://www.foody.vn/ha-noi/dairy-queen-mipec-tower
Hotpot Story Vincom Thủ Đức,"Lô 10-10A, Tầng 3, TTTM Vincom Thủ Đức, 216 Võ Văn Ngân, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",10:00 - 21:30,50.000 - 300.000,7.6,7.8,7.1,7.7,7.6,7.6,https://www.foody.vn/ho-chi-minh/hotpot-story-vincom-thu-duc
Kem Dairy Queen - Big C Thăng Long,"Tầng 2, Big C Thăng Long, 222 Trần Duy Hưng, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",08:00 - 22:00,50.000 - 100.000,7.2,7.6,6.5,7.9,5.7,8.1,https://www.foody.vn/ha-noi/dairy-queen-big-c-thang-long
Bula Bento - Cơm Trưa & Ăn Tối - Nguyễn Thị Minh Khai,"19/1 Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",08:00 - 21:00,20.000 - 50.000,7.2,7.1,7.6,7.6,6.4,7.0,https://www.foody.vn/ho-chi-minh/bula-bento-com-trua-an-toi-nguyen-thi-minh-khai
Kem Dairy Queen - Vincom Trần Duy Hưng,"Tầng 4 Vincom Center Trần Duy Hưng, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",09:00 - 21:00,50.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/kem-dairy-queen-vincom-tran-duy-hung
Kem Dairy Queen - Vincom Liễu Giai,"Tầng 3,  Tầng 3, TTTM Vincom Center Metropolis Liễu Giai, 29 Liễu Giai, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",10:00 - 22:00,9.000 - 80.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/kem-dairy-queen-vincom-lieu-giai
Bula Bento - Cơm Trưa & Ăn Tối - Đề Thám,"40 Đề Thám, P. Cầu Ông Lãnh, Quận 1, TP. HCM",08:00 - 21:00,20.000 - 50.000,,5.7,6.2,5.6,6.1,6.5,https://www.foody.vn/ho-chi-minh/bula-bento-com-trua-an-toi-de-tham
Hotpot Story Vincom Gò Vấp,"Tầng 4,  L4 - 07, Tầng 4, Vincom Plaza Gò Vấp, 12 Phan Văn Trị, P. 7, Quận Gò Vấp, TP. HCM",10:00 - 21:30,50.000 - 300.000,7.0,7.3,6.7,6.6,7.2,7.3,https://www.foody.vn/ho-chi-minh/hotpot-story-vincom-go-vap
Kem Dairy Queen - Aeon Mall Hà Đông,"Tầng 2,  Tầng 2, TTTM Aeon Mall Hà Đông, Khu Đô Thị Aeon Mall Hà Đông, P. Dương Nội, Quận Hà Đông, Hà Nội",10:00 - 22:00,9.000 - 80.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/kem-dairy-queen-aeon-mall-ha-dong
Tào Phớ Loki House - Tam Khương,"42 Tam Khương, P, Khương Thượng, Quận Đống Đa, Hà Nội",06:30 - 23:00,15.000 - 50.000,7.7,7.8,8.0,7.7,7.2,7.5,https://www.foody.vn/ha-noi/loki-house-tao-pho-tra-sua-banh-bao-ga-ton-that-tung
Hotpot Story Takashimaya,"Lô L5-02, Tầng 5, Saigon Centre, 65 Lê Lợi, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 21:30,50.000 - 300.000,7.4,7.6,7.0,7.4,7.4,7.6,https://www.foody.vn/ho-chi-minh/hotpot-story-takashimaya
Hotpot Story Aeon Mall Bình Tân,"Tầng 3,  Lô T06, Tầng 3, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM",10:00 - 21:30,50.000 - 30.000,6.8,6.7,6.6,6.8,6.8,6.9,https://www.foody.vn/ho-chi-minh/hotpot-story-aeon-mall-binh-tan
Bula Bento - Cơm Trưa & Ăn Tối - Phan Văn Trị,"1257 Phan Văn Trị, P. 10, Quận Gò Vấp, TP. HCM",07:30 - 21:00,30.000 - 50.000,7.3,7.5,7.4,7.4,6.7,7.4,https://www.foody.vn/ho-chi-minh/bula-bento-com-trua-an-toi-phan-van-tri
"Loki House - Bánh Mì Chảo, Bánh Trứng & Tào Phớ","109C6 Lương Định Của, Quận Đống Đa, Hà Nội",07:00 - 22:00,15.000 - 25.000,7.0,6.7,7.1,6.9,7.2,7.0,https://www.foody.vn/ha-noi/loki-house-banh-mi-chao-com-ga-banh-trung
Hotpot Story - Big C Oriental Plaza Âu Cơ,"Gian Hàng Shop 3, Big C Oriental Plaza Âu Cơ, 685 Âu Cơ, P.Tân Thành, Quận Tân Phú, TP. HCM",10:00 - 21:30,50.000 - 300.000,7.3,7.4,7.2,7.2,7.4,7.5,https://www.foody.vn/ho-chi-minh/hotpot-story-big-c-oriental-plaza-au-co
Bula Bento - Cơm Trưa & Ăn Tối - Thủ Đức,"22 Đoàn Kết, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",08:00 - 21:00,20.000 - 50.000,6.7,6.3,7.3,5.7,7.0,7.0,https://www.foody.vn/ho-chi-minh/bula-bento-com-trua-an-toi-thu-duc
Tào Phớ Loki House - ĐH Hà Nội,"10 Ngõ 1 Đại Học Hà Nội (266 Nguyễn Trãi Đi Vào), Quận Nam Từ Liêm, Hà Nội",08:00 - 22:30,15.000 - 50.000,,3.0,4.5,3.0,3.5,6.5,https://www.foody.vn/ha-noi/tao-pho-loki-house-dh-ha-noi
Hotpot Story Phan Xích Long,"202 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",10:00 - 21:30,50.000 - 300.000,6.5,6.3,6.6,6.1,6.5,7.1,https://www.foody.vn/ho-chi-minh/hotpot-story-phan-xich-long
Bula Bento - Cơm Trưa & Ăn Tối - Nguyễn Hồng Đào,"236 Nguyễn Hồng Đào, P. 13, Quận Tân Bình, TP. HCM",08:00 - 21:00,20.000 - 50.000,,3.0,5.0,5.0,5.0,5.0,https://www.foody.vn/ho-chi-minh/bula-bento-com-trua-an-toi-nguyen-hong-dao
Tào Phớ Loki House - Trần Phú,"5 Trần Phú, Quận Hoàn Kiếm, Hà Nội",08:00 - 22:00,15.000 - 50.000,_._,--,--,--,--,--,https://www.foody.vn/ha-noi/tao-pho-loki-house-cua-bac
Bula Bento - Cơm Trưa & Ăn Tối - Nhật Tảo,"276 Nhật Tảo, P. 8, Quận 10, TP. HCM",08:00 - 21:00,20.000 - 50.000,,4.0,2.3,4.3,4.3,4.3,https://www.foody.vn/ho-chi-minh/bula-bento-com-trua-an-toi-nhat-tao
"Fruity Fact - Nước Ép Quả Tươi, Nguyên Chất, Sáng Tạo","36 Quảng An, P. Quảng An, Quận Tây Hồ, Hà Nội",08:00 - 22:30,35.000 - 65.000,7.4,7.8,7.1,7.4,6.8,7.9,https://www.foody.vn/ha-noi/fruity-fact-tra-sinh-to-hoa-qua
Bula Bento - Cơm Trưa & Ăn Tối - Dương Quảng Hàm,"9 Dương Quảng Hàm, P. 5, Quận Gò Vấp, TP. HCM",08:00 - 21:00,50.000 - 100.000,,1.0,3.0,4.0,5.0,4.0,https://www.foody.vn/ho-chi-minh/bula-bento-com-trua-an-toi-duong-quang-ham
Hotpot Story Quang Trung,"16 Quang Trung, P. 10, Quận Gò Vấp, TP. HCM",10:00 - 21:30,50.000 - 300.000,7.3,7.3,7.2,7.2,7.2,7.5,https://www.foody.vn/ho-chi-minh/hotpot-story-quang-trung
Fruity Fact - Lê Văn Lương,"N3A KĐT Trung Hòa Nhân Chính, Lê VăN LưƠNg, P. Nhân Chính, Quận Thanh Xuân, Hà Nội",,35.000 - 65.000,7.8,8.2,7.2,7.8,7.4,8.4,https://www.foody.vn/ha-noi/fruity-fact-tra-sinh-to-hoa-qua-le-thai-to
Bula Bento - Cơm Trưa & Ăn Tối - Phùng Văn Cung,"63 Phùng Văn Cung, P. 7, Quận Phú Nhuận, TP. HCM",07:30 - 21:00,30.000 - 50.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/bula-bento-com-trua-an-toi-phung-van-cung
Hotpot Story Pearl Plaza,"Tầng 4,  L4-05, Lầu 4, Pearl Plaza, 561A Điện Biên Phủ, P. 25, Quận Bình Thạnh, TP. HCM",10:00 - 21:30,50.000 - 300.000,7.5,7.1,7.1,7.7,7.9,7.7,https://www.foody.vn/ho-chi-minh/hotpot-story-pearl-plaza
Phở Việt Nam - Homemade - Trần Quốc Toản,"66 Trần Quốc Toản, P. 8, Quận 3, TP. HCM",06:00 - 21:00,50.000 - 90.000,6.8,7.3,6.2,6.3,7.0,7.4,https://www.foody.vn/ho-chi-minh/pho-viet-nam-tran-quoc-toan
Fruity Fact - Lý Thường Kiệt,"14 Lý Thường Kiệt, P. Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội",08:00 - 22:30,35.000 - 65.000,6.7,6.3,6.6,6.7,7.1,7.0,https://www.foody.vn/ha-noi/fruity-fact-ly-thuong-kiet
Phở Việt Nam - Homemade - Bùi Bằng Đoàn,"S36 - 1 Bùi Bằng Đoàn, Hưng Vượng 2, P. Tân Phong, Quận 7, TP. HCM",06:00 - 21:00,10.000 - 100.000,8.0,7.3,6.3,9.0,9.5,7.8,https://www.foody.vn/ho-chi-minh/pho-viet-nam-homemade-bui-bang-doan
Fruity Fact - Phạm Huy Thông,"8 Phạm Huy Thông, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",08:30 - 23:00,35.000 - 65.000,,4.8,3.8,4.8,5.4,5.8,https://www.foody.vn/ha-noi/fruity-fact-pham-huy-thong
Quán Ăn Tâm Ký - Đường Số 85,"50 Đường 85, P. Tân Quy, Quận 7, TP. HCM",10:00 - 23:00,30.000 - 66.000,,5.4,5.6,5.0,5.8,6.2,https://www.foody.vn/ho-chi-minh/quan-an-tam-ky-duong-so-85
Hotpot Story Lotte Mart Nam Sài Gòn,"1F1-5, TầNg 1, Lotte Mart Nam Sài Gòn, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",10:00 - 21:30,50.000 - 300.000,7.1,7.0,6.7,7.2,7.3,7.4,https://www.foody.vn/ho-chi-minh/hotpot-story-lotte-mart-nam-sai-gon
T Box Cafe - Nguyễn Lương Bằng,"3 Ngõ 180 Nguyễn Lương Bằng, P. Quang Trung, Quận Đống Đa, Hà Nội",09:00 - 23:30,25.000 - 66.000,8.2,8.4,7.7,8.3,8.7,7.9,https://www.foody.vn/ha-noi/t-box-cafe-nguyen-luong-bang
Quán Ăn Tâm Ký - Tân Mỹ,"24 Đường Tân Mỹ, P. Tân Phú, Quận 7, TP. HCM",10:00 - 23:00,30.000 - 66.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/quan-an-tam-ky-tan-my
T Box Cafe - Hồng Hà,"85 Hồng Hà, Quận Ba Đình, Hà Nội",09:00 - 23:30,30.000 - 80.000,9.1,9.4,8.6,9.4,9.5,8.8,https://www.foody.vn/ha-noi/t-box-cafe-hong-ha
Hotpot Story Vạn Hạnh Mall,"Tầng 6,  Lô 6-12, Tầng 6, Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",09:00 - 21:30,50.000 - 300.000,7.1,6.9,6.9,7.0,7.1,7.4,https://www.foody.vn/ho-chi-minh/hotpot-story-van-hanh-mall
Chè Chuối Nướng Nam Bộ Út Lúa - Phan Đăng Lưu,"80 Phan Đăng Lưu, P. 5, Quận Phú Nhuận, TP. HCM",09:00 - 22:00,10.000 - 22.000,6.4,6.6,6.5,6.4,6.1,6.6,https://www.foody.vn/ho-chi-minh/chuoi-nuong-nam-bo-phan-dang-luu
T Box Cafe - Láng Hạ,"32 Ngõ 71 Láng Hạ, Quận Ba Đình, Hà Nội",09:00 - 23:30,30.000 - 50.000,8.3,8.4,8.1,8.5,8.2,8.4,https://www.foody.vn/ha-noi/t-box-cafe-lang-ha
Chè Chuối Nướng Nam Bộ Út Lúa - Lý Chính Thắng,"226 Lý Chính Thắng, P. 9, Quận 3, TP. HCM",08:30 - 21:30,10.000 - 22.000,6.4,6.5,6.7,6.2,6.2,6.5,https://www.foody.vn/ho-chi-minh/che-nuong-chuoi-ut-lua-ly-chinh-thang
T Box Cafe - Tây Sơn,"21 Ngách 37 Ngõ 167 Tây Sơn, Quận Đống Đa, Hà Nội",09:00 - 23:30,25.000 - 66.000,9.7,9.9,9.2,9.9,9.8,9.6,https://www.foody.vn/ha-noi/t-box-cafe-tay-son
Chè Chuối Nướng Nam Bộ Út Lúa - Nguyễn Xí,"179 Nguyễn Xí, P. 26, Quận Bình Thạnh, TP. HCM",06:30 - 19:30,15.000 - 30.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/che-chuoi-nuong-nam-bo-ut-lua-nguyen-xi
Pepper Lunch - AEON Mall Tân Phú,"Gian Hàng L3, AEON Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",09:00 - 21:30,200.000 - 550.000,7.3,7.9,6.2,7.3,7.6,7.4,https://www.foody.vn/ho-chi-minh/pepper-lunch-aeon-mall
Mì Chú Tắc - Bà Huyện Thanh Quang,"22 Bà HuyệN Thanh Quang, P. 6, Quận 3, TP. HCM",07:30 - 13:30 | 16:30 - 23:00,80.000 - 150.000,,6.4,4.7,5.4,5.9,7.0,https://www.foody.vn/ho-chi-minh/mi-chu-tac-ba-huyen-thanh-quang
Smoothies & Juices - Ngô Quyền,"8B Ngô Quyền, Quận Hoàn Kiếm, Hà Nội",09:00 - 23:59,25.000 - 55.000,7.1,7.4,7.0,6.9,6.7,7.8,https://www.foody.vn/ha-noi/smoothies-juices-ngo-quyen
Pepper Lunch - Vincom Center,"Tầng Hầm 3,  Tầng B3 Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 22:00,200.000 - 550.000,7.3,8.0,6.4,7.1,7.3,7.5,https://www.foody.vn/ho-chi-minh/pepper-lunch-vincom-center
Mì Chú Tắc - Bà Huyện Thanh Quan,"22 Bà Huyện Thanh Quan, P. 6, Quận 3, TP. HCM",07:00 - 22:00,30.000 - 55.000,6.1,6.2,4.9,5.9,6.6,6.9,https://www.foody.vn/ho-chi-minh/mi-chu-tac-ba-huyen-thanh-quan
2G Hub - Food Court - Cộng Hòa,"144 Cộng Hòa, Quận Tân Bình, TP. HCM",07:00 - 20:00,10.000 - 50.000,8.6,8.7,8.6,8.3,8.6,8.7,https://www.foody.vn/ho-chi-minh/2g-hub-food-court-cong-hoa
Smoothies & Juices - Bà Triệu,"2B Bà Triệu, P. Tràng Tiền, Quận Hoàn Kiếm, Hà Nội",08:00 - 23:30,10.000 - 60.000,7.6,7.5,7.1,7.0,7.7,8.5,https://www.foody.vn/ha-noi/smoothies-juices-ba-trieu
Pepper Lunch - Saigon Centre,"Tầng 5,  Tầng 5, Saigon Centre, 65 Lê Lợi, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,100.000 - 200.000,7.2,7.3,6.5,7.4,7.4,7.5,https://www.foody.vn/ho-chi-minh/pepper-lunch-saigon-centre
Pepper Lunch - Estella Place,"Tầng 3, Estella Place, 88 Song Hành, P. An Phú, Tp. Thủ Đức, TP. HCM",10:00 - 22:00,30.000 - 100.000,8.0,8.0,7.5,8.0,8.5,8.0,https://www.foody.vn/ho-chi-minh/pepper-lunch-estella-place
"2G Hub - Café, Bánh Mì, Trà Sữa - Nguyễn Du","159 Nguyễn Du, P. Bến Thành, Quận 1, TP. HCM",07:00 - 20:00,12.000 - 80.000,8.7,9.0,8.5,9.0,8.6,8.4,https://www.foody.vn/ho-chi-minh/2g-hub-cafe-banh-mi-tra-sua-nguyen-du
Smoothies & Juices - Đinh Tiên Hoàng,"Tầng 3, 19 - 21 Đinh Tiên Hoàng, Quận Hoàn Kiếm, Hà Nội",08:30 - 23:00,25.000 - 50.000,7.9,7.8,7.5,7.5,8.2,8.3,https://www.foody.vn/ha-noi/smoothies-juices-dinh-tien-hoang
Pepper Lunch - Vincom Mega Mall Thảo Điền,"Tầng 5,  Tầng 5, Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",09:00 - 22:00,50.000 - 250.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/pepper-lunch-vincom-mega-mall-thao-dien
Quán Ăn Tâm Ký - Cách Mạng Tháng 8,"687 Cách Mạng Tháng 8, P. 6, Quận Tân Bình, TP. HCM",10:30 - 21:30,30.000 - 50.000,,5.2,5.3,4.7,5.5,5.7,https://www.foody.vn/ho-chi-minh/tam-ky-cach-mang-thang-8
Pepper Lunch - Parkson Hùng Vương,"Tầng 3,  Tầng 3 Parkson Hùng Vương, 126 Hùng Vương, P. 12, Quận 5, TP. HCM",09:00 - 22:00,50.000 - 250.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/pepper-lunch-parkson-hung-vuong
Quán Ăn Tâm Ký - Trần Hưng Đạo,"909 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",09:00 - 22:00,30.000 - 100.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/quan-an-tam-ky-tran-hung-dao
Pepper Lunch - Diamond Plaza,"Tầng 4,  Tầng 4 Diamond Plaza, 34 Lê Duẩn, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 22:00,50.000 - 250.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/pepper-lunch-diamond-plaza
Gemini Coffee - Nguyễn Thị Định,"36 Nguyễn Thị Định, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",07:00 - 23:00,50.000 - 100.000,6.6,5.7,6.6,6.0,7.3,7.4,https://www.foody.vn/ha-noi/gemini-coffee-nguyen-thi-dinh
Gemini Coffee - Nguyễn Chí Thanh,"137 Nguyễn Chí Thanh, P. Láng Hạ, Quận Đống Đa, Hà Nội",07:00 - 23:00,50.000 - 100.000,6.7,6.2,6.5,6.3,7.2,7.5,https://www.foody.vn/ha-noi/gemini-coffee-nguyen-chi-thanh
Cơm Mẹ Nấu - Minh Phụng,"445A Minh Phụng, P. 10, Quận 11, TP. HCM",10:30 - 21:30,31.000 - 60.000,7.3,7.2,7.0,7.4,7.5,7.5,https://www.foody.vn/ho-chi-minh/com-me-nau
Stix - Hải Sản Cao Cấp,"174A Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",10:00 - 23:00,1.000.000 - 1.650.000,7.6,7.8,6.8,7.4,8.1,7.9,https://www.foody.vn/ho-chi-minh/stix-hai-san-cao-cap
Lẩu Hoàng Yến - Phú Mỹ Hưng,"103 Tôn Dật Tiên, Quận 7, TP. HCM",10:00 - 22:00,100.000 - 550.000,6.9,6.8,6.0,6.7,7.5,7.2,https://www.foody.vn/ho-chi-minh/lau-hoang-yen-phu-my-hung
Cơm Mẹ Nấu - Tân Thành,"25 Tân Thành, P. 12, Quận 5, TP. HCM",10:30 - 21:30,31.000 - 60.000,7.6,7.4,7.4,7.8,7.8,7.6,https://www.foody.vn/ho-chi-minh/com-me-nau-tan-thanh
Gemini Coffee - Phạm Huy Thông,"36 Phạm Huy Thông, Quận Ba Đình, Hà Nội",08:00 - 23:00,50.000 - 100.000,7.3,7.2,7.2,6.8,7.4,7.8,https://www.foody.vn/ha-noi/gemini-coffee-pham-huy-thong
Hoàng Yến Buffet Premier - Bitexco Tower,"Tầng 3,  Tầng 3, Bitexco Tower, 2 Hải Triều, P. Bến Nghé, Quận 1, TP. HCM",11:00 - 14:00 | 18:00 - 22:00,400.000 - 810.000,7.1,7.0,6.3,7.1,7.6,7.7,https://www.foody.vn/ho-chi-minh/hoang-yen-premier-bitexco-tower
Hoàng Yến Buffet - Vincom Center,"Tầng Hầm 3,  B3-27, Tầng B3, Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",11:00 - 14:00 | 18:00 - 22:00,200.000 - 550.000,6.6,6.3,5.8,6.6,7.1,7.1,https://www.foody.vn/ho-chi-minh/hoang-yen-buffet-vincom-center
Gemini Coffee - Tô Hiệu,"101B8 Tô Hiệu, P. Nghĩa Tân, Quận Cầu Giấy, Hà Nội",09:00 - 23:00,20.000 - 60.000,6.1,5.6,6.1,6.3,5.3,7.1,https://www.foody.vn/ha-noi/gemini-coffee-to-hieu
Vú Heo Nướng - Nguyễn Văn Đậu,"273/69/2/5 Nguyễn Văn Đậu, P. 11, Quận Bình Thạnh, TP. HCM",09:00 - 21:30,170.000 - 200.000,7.4,7.6,7.9,7.6,6.9,7.1,https://www.foody.vn/ho-chi-minh/vu-heo-nuong-nguyen-van-dau
Hoàng Yến Buffet Premier - Saigon Centre,"Tầng 5,  Tầng 5, Saigon Centre, 65 Lê Lợi, P. Bến Nghé, Quận 1, TP. HCM",11:00 - 14:00 | 18:00 - 22:00,400.000 - 810.000,6.4,6.3,5.4,6.4,7.0,7.1,https://www.foody.vn/ho-chi-minh/hoang-yen-buffet-premier-saigon-centre
Vú Heo Nướng - Phan Văn Trị,"340/4 Phan Văn Trị, P. 11, Quận Bình Thạnh, TP. HCM",09:00 - 21:30,170.000 - 200.000,,1.0,1.0,1.1,1.0,1.3,https://www.foody.vn/ho-chi-minh/vu-heo-nuong-phan-van-tri
Hoàng Yến Buffet - Cao Thắng Mall,"Lầu 3, Cao Thắng Mall, 19 Cao Thắng, Quận 3, TP. HCM",10:00 - 22:00,200.000 - 810.000,7.3,7.2,6.9,7.0,7.8,7.6,https://www.foody.vn/ho-chi-minh/hoang-yen-buffet-cao-thang-mall
Súp Cua Mộc - Hòa Hưng,"32 Hòa Hưng, P. 13, Quận 10, TP. HCM",06:30 - 22:00,17.000 - 20.000,7.3,7.5,7.4,7.5,6.7,7.5,https://www.foody.vn/ho-chi-minh/sup-cua-moc
Gemini Coffee - Trung Kính,"168 Trung Kính, P. Yên Hòa, Quận Cầu Giấy, Hà Nội",07:30 - 22:30,24.000 - 52.000,6.8,5.7,6.9,7.1,7.6,6.9,https://www.foody.vn/ha-noi/gemini-coffee-trung-kinh
Gemini Coffee - 37 Nguyễn Thị Định,"37 Nguyễn Thị Định, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",07:00 - 23:00,50.000 - 100.000,,4.5,4.5,4.5,4.5,4.5,https://www.foody.vn/ha-noi/gemini-coffee-37-nguyen-thi-dinh
Lẩu Hoàng Yến - Cao Thắng Mall,"Tầng 3,  Lầu 3, Cao Thắng Mall, 19 Cao Thắng, P. 2, Quận 3, TP. HCM",10:00 - 22:00,100.000 - 500.000,7.2,7.2,6.8,7.1,7.3,7.4,https://www.foody.vn/ho-chi-minh/lau-hoang-yen-cao-thang-mall
Gemini Coffee - Trần Huy Liệu,"104A6 Trần Huy Liệu, Quận Ba Đình, Hà Nội",09:00 - 22:00,25.000 - 50.000,,6.3,6.0,6.3,5.3,5.3,https://www.foody.vn/ha-noi/gemini-coffee-tran-huy-lieu
Flora Kitchen - Cooking Class,"Lầu 5 Nhà Hàng Hoàng Yến, 148 Hai Bà Trưng, P. Đa Kao, Quận 1, TP. HCM",08:00 - 22:00,300.000 - 700.000,8.6,9.5,7.0,10.0,8.5,8.0,https://www.foody.vn/ho-chi-minh/flora-kitchen-cooking-class
Súp Cua Mộc - Lê Văn Lương,"504 Lê Văn Lương, P. Tân Phong, Quận 7, TP. HCM",06:00 - 22:30,15.000 - 40.000,7.2,7.5,7.4,7.4,7.0,6.9,https://www.foody.vn/ho-chi-minh/sup-cua-moc-le-van-luong
